state,county,city,density,impervious,rel
Massachusetts,Worcester,Grafton,142.00862505562796,0.0,0.5983692459009151
Massachusetts,Worcester,Hardwick,14.38329463746966,0.0,0.6419704790691424
Massachusetts,Worcester,Harvard,33.96548613043614,0.0,4.662179023220154
Massachusetts,Worcester,Hopedale,185.35273661726413,0.0,0.03088389114856
Massachusetts,Worcester,Hubbardston,18.232663626002505,0.0,1.9255903184273624
Massachusetts,Worcester,Lancaster,43.16597384411861,0.0,0.4587138627244044
Massachusetts,Worcester,Leicester,77.86143986632862,0.0,1.1001464466519255
Massachusetts,Worcester,Leominster,262.3157316378519,34.0,0.5445144295181712
Massachusetts,Worcester,Lunenburg,75.76668111472014,0.0,1.1055858924210378
Massachusetts,Worcester,Mendon,55.744128149339495,0.0,2.6471582824421533
Massachusetts,Worcester,Milford,345.04997374762013,0.0,0.6360845322998895
Massachusetts,Worcester,Millbury,158.83712259169508,93.0,0.3431559581661519
Massachusetts,Worcester,Millville,102.047274809658,0.0,1.9864316408232092
Massachusetts,Worcester,New Braintree,8.870597233879991,0.0,1.6176029881514171
Massachusetts,Worcester,North Brookfield,41.68030746705976,0.0,1.097205303547112
Massachusetts,Worcester,Northborough,140.87863706732648,52.0,0.5664405697819684
Massachusetts,Worcester,Northbridge,161.65779814833505,40.0,0.186233950366978
Massachusetts,Worcester,Oakham,17.20882150151752,0.0,2.4435840627326257
Massachusetts,Worcester,Oxford,91.26509201087984,14.0,0.7006774110029995
Massachusetts,Worcester,Petersham,4.570531990488253,0.0,0.342572871134531
Massachusetts,Worcester,Phillipston,14.473639124440687,0.0,2.1681293103417185
Massachusetts,Worcester,Royalston,6.393230359887779,0.0,1.920064837378904
Massachusetts,Worcester,Rutland,40.01121677089057,0.0,0.5351277113010481
Massachusetts,Worcester,Southborough,118.56028459759696,0.0,0.5543236148802501
Massachusetts,Worcester,Spencer,69.52038094865125,74.0,0.2224095587413503
Massachusetts,Worcester,Sturbridge,50.33766889926431,45.0,1.8506389348003611
Massachusetts,Worcester,Sutton,48.78913897544547,0.0,1.7978718990074882
Massachusetts,Worcester,Upton,56.70168311402784,3.0,2.091384746126567
Massachusetts,Worcester,Uxbridge,81.44093002958326,0.0,0.7410460761148923
Massachusetts,Worcester,Warren,33.304453113885735,0.0,0.938054157104936
Massachusetts,Worcester,Webster,286.76674278160493,23.0,0.0195507430146975
Massachusetts,Worcester,West Brookfield,35.90448750087286,0.0,0.9948525523032796
Massachusetts,Worcester,Westborough,161.372078750699,85.0,0.0940096721313895
Massachusetts,Worcester,Westminster,38.71777281949162,0.0,3.498971056551695
Massachusetts,Worcester,Winchendon,39.57470077074176,0.0,0.7961358013569146
Massachusetts,Worcester,Worcester,825.5352763973356,84.0,1.5179236562904683
Rhode Island,Bristol,Barrington,324.2708575883909,0.0,0.6412789718267735
Rhode Island,Bristol,Bristol,412.9748737724746,81.0,0.4420099508217779
Rhode Island,Bristol,Warren,378.1235554297721,0.0,2.377550018663363
Rhode Island,Kent,Coventry,103.98144875771848,0.0,1.4529559264921736
Rhode Island,Kent,East Greenwich,144.95456836653247,0.0,0.4654541406034832
Rhode Island,Kent,Warwick,450.2720032080529,55.0,0.8287219892840376
Rhode Island,Kent,West Greenwich,21.877736492228745,0.0,4.537150717193358
Rhode Island,Kent,West Warwick,730.5542135413071,62.0,0.5270947617375233
Rhode Island,Newport,Jamestown,136.53793018387748,0.0,0.2497956240896193
Rhode Island,Newport,Little Compton,48.35170485142177,0.0,9.29459766438097
Rhode Island,Newport,Middletown,254.65411094613185,76.0,0.6637552665190545
Rhode Island,Newport,Newport,758.7067831785567,0.0,0.7034073946962016
Rhode Island,Newport,Portsmouth,155.31024890689218,98.0,0.1679259063594166
Rhode Island,Newport,Tiverton,109.17618238662617,0.0,0.5313325616589792
Rhode Island,Providence,Burrillville,18.42107366890394,0.0,2.686650858626372
Rhode Island,Providence,Central Falls,2420.4164797863696,83.0,0.0
Rhode Island,Providence,Cranston,489.2691915530499,57.0,0.8161509282461845
Rhode Island,Providence,Cumberland,225.43334148187768,0.0,0.8840264628343499
Rhode Island,Providence,East Providence,648.113154819465,77.0,0.2912349355055545
Rhode Island,Providence,Foster,15.557718928011544,0.0,7.776565495801216
Rhode Island,Providence,Glocester,33.14735432106199,0.0,8.49423012665861
Rhode Island,Providence,Johnston,224.0068877225379,70.0,1.2559942612704758
Rhode Island,Providence,Lincoln,217.7411693865016,0.0,0.9845855106406182
Rhode Island,Providence,North Providence,1109.3928480296204,70.0,0.8314444638038269
Rhode Island,Providence,North Smithfield,95.34734981378834,0.0,1.740934693679168
Rhode Island,Providence,Pawtucket,1512.658334424007,97.0,1.8920026678505713
Rhode Island,Providence,Providence,1551.4480317981502,100.0,0.2364303347823746
Rhode Island,Providence,Scituate,37.63670105844559,0.0,2.4517310799020624
Rhode Island,Providence,Smithfield,131.57404552038065,0.0,1.2010259340519374
Rhode Island,Providence,Woonsocket,946.410466883036,86.0,0.5322456656641672
Rhode Island,Washington,Charlestown,61.9814239791548,0.0,0.4999074388011411
Rhode Island,Washington,Exeter,20.321973990534502,0.0,2.5941418053623178
Rhode Island,Washington,Hopkinton,35.57924113330162,0.0,3.8843007952889224
Rhode Island,Washington,Narragansett,296.968741244894,0.0,0.7365911294447377
Rhode Island,Washington,North Kingstown,121.56467981516158,71.0,0.8232224456233376
Rhode Island,Washington,Richmond,33.227042545782076,1.0,4.6278135266518845
Rhode Island,Washington,South Kingstown,100.65859529848058,0.0,0.2803790816432449
Rhode Island,Washington,Westerly,190.50390943763836,0.0,0.3040780323700057
