T_hours,med_rho_size,med_rho_density,rel_lowdens_3rd,rel_highdens_3rd,rel_small_3rd,rel_large_3rd
1,-0.3531013431013431,-0.40640880858272166,1.7460096911339495,0.804350421464456,1.6852151700445739,0.831932541016946
2,-0.34917281618930796,-0.4138851904398123,1.7685782154320364,0.8022522837963838,1.723687778730943,0.8293044748119536
4,-0.19340659340659339,-0.34795977679609397,1.9023041243295857,0.7546201730112145,1.9911388276388748,0.837811037662443
8,-0.2042490118577075,-0.29456654456654463,2.111678538679742,0.6982855017919226,2.2741733101861707,0.8105667928039385
