state,county,city,town_tracked,aland_sqkm,density,lat,lon,rel
Connecticut,Litchfield,Harwinton,2512.0,79.759564,31.494655612711224,41.761345,-73.060443,3.413562078122575
Connecticut,Litchfield,Kent,2146.0,125.81316,17.057039184136222,41.729782,-73.45414,0.6387271072920844
Connecticut,Litchfield,Litchfield,4715.0,145.296074,32.450980058828016,41.740937,-73.192751,0.6346657569123694
Connecticut,Litchfield,Morris,1410.0,44.961621,31.360079299632012,41.694323,-73.209998,0.6554896037464114
Connecticut,Litchfield,New Hartford,3307.0,95.92721,34.474055901344364,41.841053,-72.998664,0.8846190610865602
Connecticut,Litchfield,New Milford,13957.0,159.446316,87.5341641634417,41.601267,-73.422807,0.4947924824945194
Connecticut,Litchfield,Norfolk,1120.0,117.436917,9.537035104557454,41.969773,-73.178439,3.748947663845914
Connecticut,Litchfield,North Canaan,1471.0,50.176807,29.31633334101949,42.020594,-73.296246,0.4256389385475957
Connecticut,Litchfield,Plymouth,5776.0,56.674087,101.91606615559594,41.666392,-73.026516,0.023239150072876313
Connecticut,Litchfield,Roxbury,1351.0,68.102993,19.83760097004841,41.555532,-73.296026,1.4499032667918494
Connecticut,Litchfield,Salisbury,2989.0,148.239632,20.1632988403533,41.986226,-73.425273,0.9516598448587301
Connecticut,Litchfield,Sharon,2170.0,152.201015,14.257460766605268,41.860763,-73.449215,0.21498213433279764
Connecticut,Litchfield,Thomaston,3847.0,31.050042,123.8967728288419,41.664944,-73.096325,0.2726849857107464
Connecticut,Litchfield,Torrington,18721.0,102.982068,181.78893047671173,41.8342,-73.13147,0.3900946856042131
Connecticut,Litchfield,Warren,830.0,68.13214,12.182209453570662,41.735855,-73.342831,0.05517577028784434
Connecticut,Litchfield,Washington,2625.0,98.60227,26.62210515031753,41.656175,-73.310175,1.029540036821986
Connecticut,Litchfield,Watertown,10199.0,75.13901,135.73508620888137,41.617245,-73.114362,0.7287374836705062
Connecticut,Litchfield,Winchester,6151.0,84.213566,73.04048851226653,41.927213,-73.109336,1.232804587974463
Connecticut,Litchfield,Woodbury,5180.0,94.16848,55.00779029246304,41.561632,-73.206096,5.177310185239923
Connecticut,Middlesex,Chester,2084.0,41.573119,50.12854580384022,41.411728,-72.487146,0.09497597092569436
Connecticut,Middlesex,Clinton,7112.0,41.975453,169.43235847865657,41.29513,-72.530039,0.5105576447260802
Connecticut,Middlesex,Cromwell,7133.0,32.25118,221.1702021445417,41.616609,-72.66156,0.5149297960829635
Connecticut,Middlesex,Deep River,2462.0,35.001764,70.33931204153025,41.367819,-72.477442,0.11712124436210389
Connecticut,Middlesex,Durham,3129.0,61.276966,51.063233124172626,41.468922,-72.684525,4.056445908461103
Connecticut,Middlesex,East Haddam,4939.0,140.516009,35.14901992412836,41.476661,-72.39212,1.0485782843720428
Connecticut,Middlesex,East Hampton,6270.0,92.335619,67.90445624239548,41.567737,-72.509544,0.18107358694458908
Connecticut,Middlesex,Essex,4016.0,26.942176,149.05997199335346,41.349862,-72.413383,0.07884055097288846
Connecticut,Middlesex,Haddam,3953.0,113.796056,34.73758352398435,41.480809,-72.548636,2.9350663728893074
Connecticut,Middlesex,Killingworth,2878.0,91.506573,31.451292575452474,41.374419,-72.578328,1.0609777678430696
Connecticut,Middlesex,Middlefield,2204.0,32.759592,67.27800517173719,41.514163,-72.717844,1.9440700103618593
Connecticut,Middlesex,Middletown,23082.0,106.235853,217.27128222898534,41.548611,-72.656784,1.1260152313496752
