USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
GA	13001950100	325866609	6476484	125.818	2.501	31.8787134	-82.2783139
GA	13001950201	104887194	805139	40.497	0.311	31.8119691	-82.2759585
GA	13001950202	51991028	153985	20.074	0.059	31.8066277	-82.3829656
GA	13001950301	28366030	34749	10.952	0.013	31.739782	-82.3282875
GA	13001950302	43487819	79561	16.791	0.031	31.7656901	-82.4054879
GA	13001950400	388759781	568690	150.101	0.22	31.6667971	-82.188242
GA	13001950500	373034731	2239485	144.03	0.865	31.6892652	-82.3809625
GA	13003960100	255746939	1477743	98.744	0.571	31.3276591	-83.0243534
GA	13003960200	402068853	1423792	155.24	0.55	31.2627888	-82.883197
GA	13003960300	229820984	1800142	88.734	0.695	31.2906602	-82.7163557
GA	13005970100	374933154	2206488	144.763	0.852	31.5631444	-82.3878355
GA	13005970201	166201073	1269189	64.171	0.49	31.600479	-82.5521315
GA	13005970202	194635992	1030633	75.149	0.398	31.4896064	-82.4891054
GA	13007960100	470625162	14131168	181.709	5.456	31.3322322	-84.3614663
GA	13007960200	415040219	4467485	160.248	1.725	31.3164297	-84.5480892
GA	13009970101	126213477	1946454	48.731	0.752	33.0278872	-83.1118094
GA	13009970102	88608614	8838450	34.212	3.413	33.119226	-83.1607172
GA	13009970201	14931730	1795227	5.765	0.693	33.1188084	-83.2173407
GA	13009970202	14138748	5535047	5.459	2.137	33.1584792	-83.2645743
GA	13009970301	24460637	4842767	9.444	1.87	33.1647755	-83.3505401
GA	13009970302	30304976	147929	11.701	0.057	33.1359714	-83.2846679
GA	13009970400	6528538	6509	2.521	0.003	33.1080758	-83.2495585
GA	13009970501	6110700	4358	2.359	0.002	33.0842289	-83.2532359
GA	13009970502	134543178	709900	51.947	0.274	33.1025389	-83.3582159
GA	13009970600	14436182	25267	5.574	0.01	33.0603143	-83.2492437
GA	13009970701	4664074	7003	1.801	0.003	33.0627728	-83.2220991
GA	13009970702	7359778	155429	2.842	0.06	33.0528451	-83.212589
GA	13009970801	108961605	81615	42.07	0.032	32.9983566	-83.3321301
GA	13009970802	88765818	707234	34.273	0.273	33.0155458	-83.2526387
GA	13011970100	165414377	868305	63.867	0.335	34.4385065	-83.5096182
GA	13011970200	193750568	774820	74.808	0.299	34.3680144	-83.4828465
GA	13011970300	117917493	1953987	45.528	0.754	34.3195605	-83.584094
GA	13011970400	125391497	1038835	48.414	0.401	34.2679898	-83.4051991
GA	13013180103	30505839	301769	11.778	0.117	34.0831444	-83.8090444
