USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
ID	16001000101	1573491	145172	0.608	0.056	43.6125492	-116.2090722
ID	16001000102	2564298	16150	0.99	0.006	43.6188646	-116.2065056
ID	16001000201	14233540	18220	5.496	0.007	43.6314866	-116.1710011
ID	16001000202	33913987	51222	13.094	0.02	43.6751115	-116.2170641
ID	16001000302	2042231	9686	0.789	0.004	43.6518985	-116.2435264
ID	16001000303	1757943	265746	0.679	0.103	43.6572438	-116.266341
ID	16001000305	1549600	3395	0.598	0.001	43.6732009	-116.2721879
ID	16001000306	2580978	1562	0.997	0.001	43.665669	-116.2598581
ID	16001000401	1468216	17701	0.567	0.007	43.6431783	-116.2425943
ID	16001000402	2020655	360085	0.78	0.139	43.6299467	-116.2289796
ID	16001000501	1543766	220	0.596	0.	43.6443253	-116.2308855
ID	16001000502	1566936	1686	0.605	0.001	43.6368664	-116.2170088
ID	16001000601	961807	34	0.371	0.	43.633323	-116.2102044
ID	16001000602	1128178	0	0.436	0.	43.6283627	-116.2000007
ID	16001000701	2780555	80978	1.074	0.031	43.6066784	-116.180455
ID	16001000703	2332044	51359	0.9	0.02	43.5724198	-116.1332587
ID	16001000704	13977911	133990	5.397	0.052	43.5985788	-116.1461979
ID	16001000803	2265689	95281	0.875	0.037	43.5698099	-116.1617483
ID	16001000805	2838392	57249	1.096	0.022	43.5763651	-116.1559907
ID	16001000806	745798	13694	0.288	0.005	43.595228	-116.1891263
ID	16001000807	1030919	2160	0.398	0.001	43.5881345	-116.1819939
ID	16001000808	1253469	81044	0.484	0.031	43.5930553	-116.1760798
ID	16001000809	1171636	7706	0.452	0.003	43.5772062	-116.1773689
ID	16001000810	1628128	5732	0.629	0.002	43.5793902	-116.1873186
ID	16001000901	1165464	22503	0.45	0.009	43.5872244	-116.1979723
ID	16001000902	1491928	40963	0.576	0.016	43.600325	-116.2017005
ID	16001001001	1779065	46155	0.687	0.018	43.612953	-116.2353679
ID	16001001002	903786	66019	0.349	0.025	43.6082402	-116.2192811
ID	16001001003	1646569	11	0.636	0.	43.6021299	-116.2265836
ID	16001001100	5475385	167832	2.114	0.065	43.6386609	-116.2566991
ID	16001001201	2134123	0	0.824	0.	43.6331606	-116.2662381
ID	16001001203	1968312	644	0.76	0.	43.6222245	-116.2598764
ID	16001001204	1286668	6337	0.497	0.002	43.6154963	-116.2631729
ID	16001001401	1345452	0	0.519	0.	43.6007836	-116.2434063
ID	16001001402	1299654	1228	0.502	0.	43.5944327	-116.2448486
ID	16001001500	2540111	681	0.981	0.	43.595798	-116.2160586
ID	16001001600	3042227	33775	1.175	0.013	43.5780838	-116.2056868
ID	16001001701	812589	21882	0.314	0.008	43.5861505	-116.227977
ID	16001001702	1224421	15991	0.473	0.006	43.5819864	-116.2165695
ID	16001001800	3558800	55867	1.374	0.022	43.5787143	-116.2352716
ID	16001001900	2849697	0	1.1	0.	43.5924213	-116.2678316
ID	16001002000	4483606	2606	1.731	0.001	43.6061829	-116.2590769
ID	16001002100	46248298	364495	17.857	0.141	43.5436992	-116.2236875
ID	16001002223	3923113	5983	1.515	0.002	43.589071	-116.3239822
ID	16001002225	2619657	2111	1.011	0.001	43.5535373	-116.3237308
ID	16001002226	2628622	1682	1.015	0.001	43.5559338	-116.3054954
ID	16001002227	2646790	2030	1.022	0.001	43.5682059	-116.3237812
ID	16001002228	1485510	44931	0.574	0.017	43.5588409	-116.2820025
ID	16001002229	4952685	44626	1.912	0.017	43.5694529	-116.2989607
ID	16001002230	2608121	265	1.007	0.	43.5851515	-116.3041685
ID	16001002231	4693256	5111	1.812	0.002	43.5869699	-116.2898425
ID	16001002313	3978918	2007	1.536	0.001	43.6085965	-116.3091775
ID	16001002314	3952163	22883	1.526	0.009	43.6090104	-116.3273623
ID	16001002315	2600939	9017	1.004	0.003	43.6228289	-116.3285973
ID	16001002316	1300982	1874	0.502	0.001	43.6262543	-116.2988286
ID	16001002317	1295225	2464	0.5	0.001	43.6264521	-116.3114225
ID	16001002318	2594996	1319	1.002	0.001	43.6273563	-116.2830492
ID	16001002319	3369968	7516	1.301	0.003	43.6090626	-116.286093
ID	16001002412	7005096	584609	2.705	0.226	43.6684205	-116.3184398
ID	16001002414	1331061	0	0.514	0.	43.6376301	-116.3043773
ID	16001002415	1273750	6772	0.492	0.003	43.6448405	-116.303009
ID	16001002416	2622992	0	1.013	0.	43.6411959	-116.3242961
ID	16001002417	2293864	17431	0.886	0.007	43.6532972	-116.323356
ID	16001002418	2059497	1103	0.795	0.	43.6399348	-116.285826
ID	16001002419	2452929	73405	0.947	0.028	43.65245	-116.298953
ID	16001010101	155335362	3834181	59.975	1.48	43.6171638	-116.0931755
ID	16001010102	83582634	100472	32.271	0.039	43.7278467	-116.247797
ID	16001010224	4760602	23072	1.838	0.009	43.71228	-116.3380495
ID	16001010226	3371306	5807	1.302	0.002	43.7024663	-116.5046247
ID	16001010227	4856418	21568	1.875	0.008	43.6998448	-116.4743153
ID	16001010228	4652926	156919	1.797	0.061	43.6858579	-116.4819237
ID	16001010229	27344859	452113	10.558	0.175	43.7125949	-116.4306089
ID	16001010230	172863828	188010	66.743	0.073	43.7604809	-116.3968709
ID	16001010231	7692655	21574	2.97	0.008	43.7135102	-116.3835204
ID	16001010232	5827306	3708	2.25	0.001	43.7018148	-116.385616
ID	16001010233	9669765	571777	3.734	0.221	43.6864476	-116.3843885
ID	16001010234	7426633	904623	2.867	0.349	43.6837043	-116.3287651
ID	16001010235	3602972	42718	1.391	0.016	43.7014866	-116.3312243
ID	16001010236	2625824	215670	1.014	0.083	43.6703337	-116.2961609
ID	16001010237	3897233	9659	1.505	0.004	43.6796313	-116.2973159
ID	16001010336	25649050	97847	9.903	0.038	43.571582	-116.441591
ID	16001010337	8407914	27725	3.246	0.011	43.5687827	-116.407197
ID	16001010338	3099845	1130	1.197	0.	43.584432	-116.3844964
ID	16001010339	5062144	1148	1.955	0.	43.5588586	-116.3830606
ID	16001010340	3355790	7661	1.296	0.003	43.5885528	-116.3594315
ID	16001010341	5267026	7285	2.034	0.003	43.5607216	-116.3647449
ID	16001010342	5237264	6951	2.022	0.003	43.5630275	-116.3463909
ID	16001010343	3891416	9607	1.502	0.004	43.5847463	-116.3391281
ID	16001010344	2607355	80	1.007	0.	43.610345	-116.4236383
ID	16001010345	2594046	8316	1.002	0.003	43.6117892	-116.4447969
ID	16001010346	8122580	3479	3.136	0.001	43.6034834	-116.4510065
ID	16001010347	2616823	385	1.01	0.	43.6131686	-116.4036328
ID	16001010348	1984275	138	0.766	0.	43.6006944	-116.4085538
ID	16001010349	17951067	85901	6.931	0.033	43.641857	-116.4794394
ID	16001010350	1924336	31762	0.743	0.012	43.6273013	-116.4436996
ID	16001010351	5839008	5223	2.254	0.002	43.6461925	-116.438592
ID	16001010352	2635670	500	1.018	0.	43.6265335	-116.4222723
ID	16001010353	2577004	1122	0.995	0.	43.6406577	-116.4207857
ID	16001010354	2569077	2147	0.992	0.001	43.6548023	-116.4237368
ID	16001010355	16122757	252865	6.225	0.098	43.671967	-116.4648255
ID	16001010356	2481988	7755	0.958	0.003	43.6558104	-116.3834928
ID	16001010357	6921402	184901	2.672	0.071	43.6705333	-116.3824481
ID	16001010358	2624631	3897	1.013	0.002	43.6556629	-116.4033616
ID	16001010359	2602166	3497	1.005	0.001	43.6422243	-116.3439141
ID	16001010360	2594776	3578	1.002	0.001	43.6540418	-116.3472016
ID	16001010361	2627983	5487	1.015	0.002	43.6552513	-116.3640976
ID	16001010362	2494937	84	0.963	0.	43.6413992	-116.3853806
ID	16001010363	2620189	12266	1.012	0.005	43.6373148	-116.4043874
ID	16001010364	2627020	613	1.014	0.	43.6262108	-116.4015354
ID	16001010365	2626449	1315	1.014	0.001	43.6405741	-116.3626394
ID	16001010366	2585129	1258	0.998	0.	43.6256149	-116.3646994
ID	16001010367	2445752	8868	0.944	0.003	43.6264295	-116.3842359
ID	16001010368	4408696	3110	1.702	0.001	43.6057087	-116.3831306
ID	16001010369	4439289	10406	1.714	0.004	43.6067108	-116.3673615
ID	16001010370	4033212	974	1.557	0.	43.6099048	-116.3457483
ID	16001010371	2589014	422	1.	0.	43.6261226	-116.3416766
ID	16001010403	18989415	29173	7.332	0.011	43.4859226	-116.4450632
ID	16001010404	2421344	30258	0.935	0.012	43.4961413	-116.4247135
ID	16001010405	2602437	0	1.005	0.	43.5101931	-116.4237188
ID	16001010406	5158294	2227	1.992	0.001	43.5047038	-116.4048201
ID	16001010407	23378451	113774	9.026	0.044	43.5279513	-116.4230922
ID	16001010408	46314631	509452	17.882	0.197	43.4977293	-116.3713277
ID	16001010409	6807580	127932	2.628	0.049	43.529296	-116.3231791
ID	16001010410	2105223	21740	0.813	0.008	43.5400731	-116.3019832
ID	16001010411	4376008	101125	1.69	0.039	43.5425709	-116.285559
ID	16001010501	1022415885	5451232	394.757	2.105	43.3343356	-116.2964654
ID	16001010503	659072116	5085421	254.469	1.963	43.3304526	-116.0656972
ID	16001010505	1339461	270	0.517	0.	43.5630946	-116.1641693
ID	16001010506	6103477	227864	2.357	0.088	43.5529595	-116.1399225
ID	16003950100	1012716426	4568261	391.012	1.764	45.0199817	-116.3181613
ID	16003950200	2516932508	12791585	971.793	4.939	44.8345514	-116.5085487
ID	16005000200	365754985	632530	141.219	0.244	42.8348619	-112.2876239
ID	16005000301	3911244	0	1.51	0.	42.9213873	-112.4686222
ID	16005000302	6716987	24224	2.593	0.009	42.9318613	-112.454736
ID	16005000400	10351773	53154	3.997	0.021	42.92418	-112.5006922
ID	16005000500	23602600	42820	9.113	0.017	42.9550323	-112.4889678
ID	16005000600	31882480	3839	12.31	0.001	42.8427195	-112.3827522
ID	16005000700	4063361	0	1.569	0.	42.8606296	-112.4263503
ID	16005000800	4074565	919	1.573	0.	42.8535038	-112.4332669
ID	16005000900	1042857	0	0.403	0.	42.8728681	-112.4427432
ID	16005001000	1572324	0	0.607	0.	42.8810887	-112.4342929
ID	16005001102	5464892	0	2.11	0.	42.8875628	-112.4190392
ID	16005001103	5508455	0	2.127	0.	42.9138585	-112.4181862
ID	16005001104	8183327	0	3.16	0.	42.9008382	-112.4028244
ID	16005001200	2933023	23230	1.132	0.009	42.9028393	-112.4463328
ID	16005001300	1274987	0	0.492	0.	42.8842102	-112.4464492
ID	16005001400	4528383	0	1.748	0.	42.8929021	-112.4591696
ID	16005001500	7647908	2635	2.953	0.001	42.9015621	-112.4817736
ID	16005001601	1814612	27955	0.701	0.011	42.8707282	-112.4627881
ID	16005001602	4601882	18916	1.777	0.007	42.863487	-112.4728441
ID	16005001603	6486539	57282	2.504	0.022	42.8468295	-112.4459889
ID	16005001700	15113680	91781	5.835	0.035	42.8136887	-112.4238296
ID	16005001900	1712235434	2430666	661.098	0.938	42.5120132	-112.1218261
ID	16005940000	384554264	88602485	148.477	34.21	42.9802973	-112.3575667
ID	16005981800	268012285	67227	103.48	0.026	42.7274864	-112.396471
ID	16007950100	1221959660	88525914	471.801	34.18	42.2556968	-111.2020074
ID	16007950200	1305163495	102838367	503.926	39.706	42.309561	-111.4817532
ID	16009940000	950871808	15797601	367.134	6.099	47.2457259	-116.8231532
ID	16009950100	1061371106	3005592	409.798	1.16	47.1920277	-116.4975494
ID	16011940000	908997009	2585801	350.966	0.998	43.1431423	-112.2179313
ID	16011950101	53707595	0	20.737	0.	43.3706458	-112.0878317
ID	16011950102	46724833	2227195	18.041	0.86	43.3894417	-112.1530206
ID	16011950200	1233031904	1608632	476.076	0.621	43.1910953	-111.872456
ID	16011950300	2793278495	53102929	1078.491	20.503	43.3253291	-112.8148524
ID	16011950400	86004427	1020101	33.206	0.394	43.212685	-112.2491289
ID	16011950501	23930552	1444933	9.24	0.558	43.2426816	-112.2979875
ID	16011950502	24269329	1109031	9.37	0.428	43.1653065	-112.4169563
ID	16011950600	85534952	1699802	33.025	0.656	43.2497515	-112.3606392
ID	16011950700	167262869	3833947	64.581	1.48	43.1308512	-112.5422089
ID	16013960101	3616313208	32937421	1396.266	12.717	43.200165	-113.6237438
ID	16013960102	651839023	2955126	251.676	1.141	43.4065397	-114.3535065
ID	16013960201	7577015	37852	2.926	0.015	43.5224618	-114.3068643
ID	16013960202	807422286	418568	311.748	0.162	43.6283763	-113.9972708
ID	16013960301	434101302	256780	167.607	0.099	43.8316394	-114.4519349
ID	16013960302	1033605416	7625489	399.077	2.944	43.7361297	-114.5819469
ID	16013960501	10365661	107438	4.002	0.041	43.6691899	-114.343589
ID	16013960502	270485734	317943	104.435	0.123	43.7300428	-114.2020571
ID	16015950201	492559523	7663970	190.178	2.959	43.6583984	-115.8791211
