USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
KS	20001952600	701604844	4345778	270.891	1.678	37.8701999	-95.197265
KS	20001952700	240040610	2377391	92.68	0.918	37.9730751	-95.3766221
KS	20001952800	31340691	453106	12.101	0.175	37.947798	-95.3952169
KS	20001952900	31759586	1656196	12.262	0.639	37.8887615	-95.3976184
KS	20001953000	291018504	4189458	112.363	1.618	37.8432712	-95.4598995
KS	20003953600	337788132	3033573	130.421	1.171	38.3272601	-95.1930308
KS	20003953700	1163475852	7566103	449.221	2.921	38.1782779	-95.312532
KS	20005081600	1003047597	4309644	387.279	1.664	39.5247992	-95.3333254
KS	20005081701	50408690	195313	19.463	0.075	39.5762795	-95.1637591
KS	20005081702	25028048	1183429	9.663	0.457	39.6063763	-95.0880742
KS	20005081800	35886442	1162716	13.856	0.449	39.534782	-95.1524123
KS	20005081900	2365779	0	0.913	0.	39.564954	-95.1246354
KS	20007968100	1227114403	2472800	473.792	0.955	37.3687018	-98.6794989
KS	20007968200	1710126375	2938708	660.284	1.135	37.134037	-98.6829993
KS	20009971100	945871179	10450064	365.203	4.035	38.4908345	-98.5945803
KS	20009971200	919246473	958945	354.923	0.37	38.5162776	-98.9125448
KS	20009971300	92425095	938940	35.686	0.363	38.5000388	-98.7877126
KS	20009971400	3994447	5590	1.542	0.002	38.379804	-98.7646135
KS	20009971500	9897294	109400	3.821	0.042	38.3743233	-98.8010706
KS	20009971600	4060612	154403	1.568	0.06	38.3648464	-98.7842533
KS	20009971700	2233217	0	0.862	0.	38.3623697	-98.7655201
KS	20009971801	340977110	1309520	131.652	0.506	38.3318048	-98.7974515
KS	20011955600	749061577	3393877	289.214	1.31	37.9717406	-94.8545619
KS	20011955700	742036462	4553727	286.502	1.758	37.7544968	-94.8777823
KS	20011955800	62986019	823923	24.319	0.318	37.8265289	-94.7443324
KS	20011955900	88526158	605915	34.18	0.234	37.817078	-94.6526401
KS	20011956000	3226432	25411	1.246	0.01	37.8336424	-94.7035915
KS	20013480600	882291722	1376795	340.655	0.532	39.8596443	-95.6255187
KS	20013480700	65482983	78983	25.283	0.03	39.8545254	-95.5450126
KS	20013480800	530775367	1740369	204.934	0.672	39.7619242	-95.4599814
KS	20015020101	1173029438	35185901	452.909	13.585	37.9662393	-96.7631625
KS	20015020102	791017931	3432872	305.414	1.325	37.65987	-96.6538251
KS	20015020204	62898551	347222	24.285	0.134	37.7039915	-97.0039985
KS	20015020205	238763957	353974	92.187	0.137	37.7486889	-96.891457
KS	20015020206	6091778	24401	2.352	0.009	37.6828618	-97.1298454
KS	20015020207	5172078	26492	1.997	0.01	37.7101102	-97.1439049
KS	20015020208	10401800	18583	4.016	0.007	37.7185554	-97.129399
KS	20015020209	39675980	970933	15.319	0.375	37.7127351	-97.0729394
KS	20015020210	31117763	60588	12.015	0.023	37.6721926	-97.0894336
KS	20015020300	14877742	133051	5.744	0.051	37.8589877	-96.8395016
KS	20015020400	2743853	19549	1.059	0.008	37.8150994	-96.8518491
KS	20015020500	6686078	0	2.582	0.	37.8151485	-96.8779008
KS	20015020601	134225651	110726	51.825	0.043	37.7788543	-97.0275586
KS	20015020602	426449034	643166	164.653	0.248	37.9017429	-97.0477487
KS	20015020700	8247077	690960	3.184	0.267	37.7022239	-96.9746327
KS	20015020800	4631843	105912	1.788	0.041	37.6782399	-96.9753199
KS	20015020901	366817838	1057869	141.629	0.408	37.6139669	-96.92623
KS	20015020902	15387356	28261	5.941	0.011	37.5716916	-97.1333356
KS	20015020903	364711184	330809	140.816	0.128	37.505194	-96.9265346
KS	20017960600	2002198770	12091093	773.053	4.668	38.2994749	-96.5940289
