USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
NM	35001000107	3171004	1226	1.224	0.	35.1254592	-106.4851056
NM	35001000108	1297390	0	0.501	0.	35.1270736	-106.5067348
NM	35001000109	1278746	0	0.494	0.	35.1270871	-106.5245255
NM	35001000110	1293626	0	0.499	0.	35.1198675	-106.5244775
NM	35001000111	1339721	0	0.517	0.	35.119806	-106.5065439
NM	35001000112	2195882	22171	0.848	0.009	35.1069429	-106.4841376
NM	35001000113	1331323	0	0.514	0.	35.1125274	-106.5067673
NM	35001000114	1295736	0	0.5	0.	35.1125918	-106.5243728
NM	35001000115	1304454	0	0.504	0.	35.1052704	-106.5242249
NM	35001000116	1417999	0	0.547	0.	35.1050545	-106.5062014
NM	35001000117	1282625	0	0.495	0.	35.1270793	-106.542152
NM	35001000118	1361992	0	0.526	0.	35.1269225	-106.5597321
NM	35001000119	1215986	0	0.469	0.	35.1197991	-106.5600346
NM	35001000120	1279278	0	0.494	0.	35.1199118	-106.5420786
NM	35001000121	2592024	0	1.001	0.	35.1090849	-106.5419867
NM	35001000122	2634946	0	1.017	0.	35.1091892	-106.5598714
NM	35001000123	2519294	0	0.973	0.	35.0949234	-106.5414597
NM	35001000124	1699157	0	0.656	0.	35.0981158	-106.5604302
NM	35001000125	2453640	126336	0.947	0.049	35.0948607	-106.488852
NM	35001000126	1321204	0	0.51	0.	35.0975439	-106.5067542
NM	35001000127	1262584	0	0.487	0.	35.0980013	-106.5238795
NM	35001000128	1309193	6324	0.505	0.002	35.0908404	-106.5236494
NM	35001000129	1324534	0	0.511	0.	35.0902019	-106.5059112
NM	35001000203	1179728	301	0.455	0.	35.127817	-106.5777771
NM	35001000204	1359205	0	0.525	0.	35.1271221	-106.5952716
NM	35001000205	1216552	0	0.47	0.	35.1199109	-106.5952785
NM	35001000206	1401794	0	0.541	0.	35.1203906	-106.5775787
NM	35001000207	2503995	0	0.967	0.	35.1093722	-106.5775575
NM	35001000208	2159463	8936	0.834	0.003	35.1101426	-106.5953954
NM	35001000300	3820053	13550	1.475	0.005	35.099233	-106.6157686
NM	35001000401	2439816	0	0.942	0.	35.099285	-106.5914848
NM	35001000402	1973340	0	0.762	0.	35.0910699	-106.5908759
NM	35001000501	1288333	0	0.497	0.	35.0800836	-106.5818291
NM	35001000503	1592058	0	0.615	0.	35.0830703	-106.5949158
NM	35001000504	1044801	0	0.403	0.	35.0759658	-106.5957285
NM	35001000601	2431907	0	0.939	0.	35.0918994	-106.5659472
NM	35001000603	1484877	0	0.573	0.	35.0797082	-106.5555419
NM	35001000605	1626933	0	0.628	0.	35.0790451	-106.5669181
NM	35001000704	2515337	0	0.971	0.	35.0824497	-106.5187142
NM	35001000711	3089351	0	1.193	0.	35.0772012	-106.4887034
NM	35001000712	1431338	0	0.553	0.	35.0786286	-106.5013356
NM	35001000713	1952855	40330	0.754	0.016	35.0639964	-106.5063641
NM	35001000714	3242402	36408	1.252	0.014	35.0523264	-106.5259086
NM	35001000715	1015249	0	0.392	0.	35.0701709	-106.5420203
NM	35001000716	2389760	9489	0.923	0.004	35.0790803	-106.5413744
NM	35001000717	773969	0	0.299	0.	35.0714616	-106.507447
NM	35001000718	2244324	0	0.867	0.	35.073644	-106.524474
NM	35001000719	1658984	40381	0.641	0.016	35.0484926	-106.5168182
NM	35001000720	13451698	87445	5.194	0.034	35.0523932	-106.4664695
NM	35001000904	1682635	0	0.65	0.	35.06328	-106.5730491
NM	35001000905	647801	0	0.25	0.	35.0691814	-106.5819291
NM	35001000906	1466858	0	0.566	0.	35.0576926	-106.5807232
NM	35001000907	657477	0	0.254	0.	35.0691243	-106.5549217
NM	35001000908	932815	0	0.36	0.	35.0672991	-106.5647894
