USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
WV	54001965500	341199555	561759	131.738	0.217	39.1073822	-80.1087281
WV	54001965600	39292909	571445	15.171	0.221	39.1472915	-80.0503807
WV	54001965700	425053553	2836203	164.114	1.095	39.1793962	-79.9353303
WV	54001965800	77792359	670179	30.036	0.259	39.0201282	-79.9173484
WV	54003971101	25650809	0	9.904	0.	39.53271	-77.9006308
WV	54003971103	8374324	0	3.233	0.	39.5944447	-77.85158
WV	54003971104	22974895	0	8.871	0.	39.5892245	-77.905116
WV	54003971105	16078907	0	6.208	0.	39.5512608	-77.9318467
WV	54003971203	60021222	0	23.174	0.	39.5511186	-78.0483495
WV	54003971204	62497270	0	24.13	0.	39.5453956	-78.1059769
WV	54003971205	47096260	0	18.184	0.	39.5619565	-77.9860633
WV	54003971206	43633135	4287	16.847	0.002	39.50691	-78.0079386
WV	54003971301	16883465	0	6.519	0.	39.5052745	-77.9533892
WV	54003971302	16554776	154582	6.392	0.06	39.5017398	-77.9215932
WV	54003971401	63267849	0	24.428	0.	39.4735605	-77.8753699
WV	54003971402	7058927	0	2.725	0.	39.4652405	-77.9365693
WV	54003971500	3387627	0	1.308	0.	39.4577594	-77.9561725
WV	54003971600	4450908	42877	1.719	0.017	39.4679345	-77.9732496
WV	54003971700	4070885	0	1.572	0.	39.4514387	-77.9787683
WV	54003971801	64129880	0	24.761	0.	39.3712801	-78.1175412
WV	54003971802	171582215	828131	66.248	0.32	39.457899	-78.1371235
WV	54003971901	24888155	0	9.609	0.	39.3782428	-78.0183853
WV	54003971902	25445490	0	9.825	0.	39.4265002	-78.0212651
WV	54003972001	19140593	0	7.39	0.	39.4151154	-77.9218511
WV	54003972002	9024853	0	3.485	0.	39.4354476	-77.9480763
WV	54003972003	24482423	0	9.453	0.	39.3964589	-77.9656397
WV	54003972101	43356920	1379	16.74	0.001	39.3105884	-78.0559477
WV	54003972103	11986082	0	4.628	0.	39.3365314	-78.0332881
WV	54003972104	17558098	16402	6.779	0.006	39.3487792	-78.0002616
WV	54003972105	18171561	13300	7.016	0.005	39.3714673	-78.0587902
WV	54005958200	207953704	815862	80.291	0.315	38.1655282	-81.7585747
WV	54005958300	192012225	385983	74.136	0.149	38.0591906	-81.9169329
WV	54005958400	20036083	89719	7.736	0.035	38.0390073	-81.8530944
WV	54005958501	197957701	1237946	76.432	0.478	38.0492896	-81.6411997
WV	54005958502	148826060	32093	57.462	0.012	38.0228143	-81.7135382
WV	54005958600	151466645	169878	58.482	0.066	38.0783898	-81.5713845
WV	54005958700	275349666	710069	106.313	0.274	37.8676689	-81.6770805
WV	54005958800	107531152	864439	41.518	0.334	37.9873179	-81.786336
WV	54007967900	576206516	7236294	222.475	2.794	38.7677577	-80.6127238
WV	54007968000	393354528	1140916	151.875	0.441	38.6806835	-80.8330703
WV	54007968100	353235478	5967616	136.385	2.304	38.5988044	-80.7431339
WV	54009031102	34589021	187604	13.355	0.072	40.3333638	-80.5452482
WV	54009031103	4508418	899332	1.741	0.347	40.3897094	-80.61168
WV	54009031104	34362647	809333	13.267	0.312	40.3718158	-80.5588513
WV	54009031200	6201114	1467420	2.394	0.567	40.3290774	-80.5904326
WV	54009031401	1509443	929423	0.583	0.359	40.2807972	-80.6129637
WV	54009031402	20126000	501114	7.771	0.193	40.2872143	-80.5890771
WV	54009031600	75193702	524962	29.032	0.203	40.2309098	-80.5630893
WV	54009031700	54525451	3413273	21.052	1.318	40.2085959	-80.6235123
WV	54011000101	2021523	134630	0.781	0.052	38.4157259	-82.3721601
WV	54011000102	2578583	77340	0.996	0.03	38.40556	-82.3705472
WV	54011000200	7833492	1947405	3.025	0.752	38.4295001	-82.3640433
WV	54011000300	1710315	971137	0.66	0.375	38.4325341	-82.408101
WV	54011000400	2017038	26232	0.779	0.01	38.4248065	-82.4088274
WV	54011000500	656090	0	0.253	0.	38.4223736	-82.427019
WV	54011000600	910135	877240	0.351	0.339	38.4270313	-82.4298843
WV	54011000900	1472279	1249076	0.568	0.482	38.4160358	-82.4765346
WV	54011001000	2072350	797888	0.8	0.308	38.4087875	-82.4894378
WV	54011001100	984197	0	0.38	0.	38.4106866	-82.4703644
WV	54011001200	1076914	0	0.416	0.	38.410236	-82.4541528
WV	54011001300	857005	0	0.331	0.	38.4114171	-82.4418436
WV	54011001400	1064925	0	0.411	0.	38.4131089	-82.4304877
WV	54011001500	1338944	0	0.517	0.	38.4101107	-82.421546
WV	54011001600	612254	0	0.236	0.	38.4159581	-82.4162541
WV	54011001800	2813570	19703	1.086	0.008	38.416049	-82.4021565
WV	54011001900	1976395	11791	0.763	0.005	38.4056911	-82.3913962
WV	54011002000	2741666	442	1.059	0.	38.4007231	-82.4102884
WV	54011002100	10781138	761	4.163	0.	38.3998775	-82.4543405
WV	54011010103	49464101	289054	19.098	0.112	38.3626266	-82.3371803
WV	54011010104	36961395	13474	14.271	0.005	38.3656886	-82.4052502
WV	54011010202	11974858	148213	4.624	0.057	38.3983256	-82.3436292
WV	54011010203	2950345	60552	1.139	0.023	38.4196052	-82.315537
WV	54011010204	2731806	85689	1.055	0.033	38.4166082	-82.3345744
WV	54011010300	35583171	3893267	13.739	1.503	38.4488269	-82.2945524
WV	54011010401	9431656	266814	3.642	0.103	38.4048543	-82.2669917
WV	54011010402	13243733	112445	5.113	0.043	38.3919218	-82.285398
WV	54011010500	144297451	995179	55.714	0.384	38.3154814	-82.2504657
WV	54011010600	98811038	483338	38.151	0.187	38.3945064	-82.1354113
WV	54011010701	168059159	4960619	64.888	1.915	38.5311483	-82.1952289
WV	54011010702	58285162	477568	22.504	0.184	38.4663057	-82.2010843
WV	54011010801	38751576	6969	14.962	0.003	38.4625431	-82.0967455
WV	54011010802	10452265	205337	4.036	0.079	38.4277526	-82.1184307
WV	54011010900	1331305	0	0.514	0.	38.4186895	-82.4472819
WV	54013962600	308706892	2535757	119.192	0.979	38.947145	-81.1517915
WV	54013962700	414579949	1134374	160.07	0.438	38.7551982	-81.0704602
WV	54015957900	302919376	927384	116.958	0.358	38.5532895	-81.0462732
WV	54015958000	350590109	3397887	135.364	1.312	38.4455521	-81.0642353
WV	54015958100	232107932	537017	89.617	0.207	38.3507902	-81.1762299
WV	54017965000	543448772	1057396	209.827	0.408	39.2683045	-80.6588054
WV	54017965100	284629634	893145	109.896	0.345	39.2629402	-80.7740468
WV	54019020101	64115656	1168808	24.755	0.451	38.0190353	-81.0760927
