USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
AK	02013000100	18094314940	20797208728	6986.254	8029.848	55.5139021	-161.7288604
AK	02016000100	8556804422	22079077527	3303.801	8524.78	51.948964	+179.6211882
AK	02016000200	2821080604	3104558227	1089.225	1198.677	53.6210913	-166.7709793
AK	02020000101	1602724420	65496944	618.815	25.289	61.299272	-149.0212019
AK	02020000102	168728483	14891522	65.146	5.75	61.3488237	-149.3997998
AK	02020000201	3383024	35477	1.306	0.014	61.3330652	-149.5735705
AK	02020000202	9205105	0	3.554	0.	61.3286092	-149.5379661
AK	02020000204	510254575	1859150	197.01	0.718	61.1742503	-149.2843294
AK	02020000205	7994122	260384	3.087	0.101	61.3025645	-149.530638
AK	02020000206	6732794	0	2.6	0.	61.3184004	-149.5012097
AK	02020000500	2773445	9883972	1.071	3.816	61.2301552	-149.8935423
AK	02020000601	3218230	0	1.243	0.	61.2245876	-149.8444253
AK	02020000602	632754	0	0.244	0.	61.2262593	-149.8002629
AK	02020000701	2051385	0	0.792	0.	61.2173588	-149.7673418
AK	02020000702	2109181	0	0.814	0.	61.2175838	-149.7443937
AK	02020000703	2928020	0	1.131	0.	61.2235513	-149.7245207
AK	02020000801	2543746	0	0.982	0.	61.2168651	-149.7925394
AK	02020000802	2337931	0	0.903	0.	61.203094	-149.7923736
AK	02020000901	4467475	0	1.725	0.	61.2150668	-149.836271
AK	02020000902	1146156	0	0.443	0.	61.2043829	-149.8525257
AK	02020001000	1749931	0	0.676	0.	61.2102868	-149.8759839
AK	02020001100	1196917	0	0.462	0.	61.2177089	-149.8912614
AK	02020001200	2010010	1216751	0.776	0.47	61.2121895	-149.9098168
AK	02020001300	2720664	6722190	1.05	2.595	61.2011575	-149.9490213
AK	02020001401	1308396	15199	0.505	0.006	61.1972791	-149.894927
AK	02020001402	878885	0	0.339	0.	61.2007732	-149.8838533
AK	02020001500	3335291	36177	1.288	0.014	61.1918104	-149.8532543
AK	02020001601	2163839	0	0.835	0.	61.2032462	-149.8240244
AK	02020001602	4978214	175004	1.922	0.068	61.1910849	-149.803004
AK	02020001701	2601932	0	1.005	0.	61.1880186	-149.7633975
AK	02020001702	2525341	102891	0.975	0.04	61.2022012	-149.7644057
AK	02020001731	2474321	0	0.955	0.	61.2023533	-149.7335561
AK	02020001732	2648433	0	1.023	0.	61.1879345	-149.7334022
AK	02020001801	1748055	0	0.675	0.	61.1738815	-149.848285
AK	02020001802	3159358	0	1.22	0.	61.1755961	-149.8234986
AK	02020001900	4483862	0	1.731	0.	61.1839061	-149.8805455
AK	02020002000	1334897	0	0.515	0.	61.1880022	-149.9056059
