USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
AL	01001020100	9825303	28435	3.794	0.011	32.4819731	-86.4915648
AL	01001020200	3320818	5669	1.282	0.002	32.475758	-86.4724678
AL	01001020300	5349271	9054	2.065	0.003	32.4740243	-86.4597033
AL	01001020400	6384282	8408	2.465	0.003	32.4710304	-86.4448353
AL	01001020501	6203654	0	2.395	0.	32.4478607	-86.4225578
AL	01001020502	2097390	379	0.81	0.	32.4657357	-86.4188549
AL	01001020503	3107823	43155	1.2	0.017	32.475447	-86.4255333
AL	01001020600	8041698	59696	3.105	0.023	32.4473399	-86.4768278
AL	01001020700	22411814	772045	8.653	0.298	32.4265973	-86.4432668
AL	01001020801	124269889	8120405	47.981	3.135	32.4180713	-86.5271273
AL	01001020803	129030127	584928	49.819	0.226	32.5240173	-86.546795
AL	01001020804	26378236	5263	10.185	0.002	32.5027017	-86.4528568
AL	01001020805	35437301	50638	13.682	0.02	32.5576357	-86.430535
AL	01001020901	105252240	271716	40.638	0.105	32.651143	-86.4577699
AL	01001020902	187504577	244436	72.396	0.094	32.6357135	-86.5634094
AL	01001021000	386865285	1575402	149.37	0.608	32.6061376	-86.7489849
AL	01001021100	478151753	13897907	184.615	5.366	32.4574129	-86.7290029
AL	01003010100	971527026	37552076	375.109	14.499	31.1104762	-87.7868713
AL	01003010200	221797186	358878	85.636	0.139	30.9478929	-87.6787306
AL	01003010300	343039102	23131566	132.448	8.931	30.8412001	-87.8786378
AL	01003010400	737472799	3860478	284.74	1.491	30.7200267	-87.6245437
AL	01003010500	17424883	143767	6.728	0.056	30.8969612	-87.7737368
AL	01003010600	18578277	21477	7.173	0.008	30.8533019	-87.7701385
AL	01003010704	8412810	210501	3.248	0.081	30.6477601	-87.8838007
AL	01003010706	13440689	2433	5.189	0.001	30.6803479	-87.8856797
AL	01003010707	95951142	53926360	37.047	20.821	30.7544801	-87.9483253
AL	01003010708	81509926	457400	31.471	0.177	30.6835581	-87.8297072
AL	01003010709	62599366	202372	24.17	0.078	30.5788587	-87.8390181
AL	01003010710	13820237	26216754	5.336	10.122	30.6604947	-87.9557115
AL	01003010711	3550778	36448	1.371	0.014	30.6389851	-87.8993395
AL	01003010800	18070382	3938649	6.977	1.521	30.5939161	-87.9006394
AL	01003010903	55586751	272807	21.462	0.105	30.6072432	-87.7798044
AL	01003010904	276176721	3607489	106.632	1.393	30.5640707	-87.5731188
AL	01003010906	39323309	185367	15.183	0.072	30.5641292	-87.6870074
AL	01003010907	40172213	132419	15.511	0.051	30.5259518	-87.7753308
AL	01003010908	30950201	48766	11.95	0.019	30.5433452	-87.7278605
AL	01003011000	130503937	720538	50.388	0.278	30.4896994	-87.6767299
AL	01003011102	45245593	812152	17.469	0.314	30.4799296	-87.8330813
AL	01003011103	15713119	9730	6.067	0.004	30.5296542	-87.8260181
AL	01003011104	17897730	16863	6.91	0.007	30.5127023	-87.8471486
AL	01003011201	12314906	1296975	4.755	0.501	30.5408065	-87.891618
AL	01003011202	13488162	2596184	5.208	1.002	30.5036849	-87.904561
AL	01003011300	65678554	12647453	25.359	4.883	30.4293701	-87.8782358
AL	01003011409	53692957	476227	20.731	0.184	30.428891	-87.7634335
AL	01003011410	111060271	11551936	42.881	4.46	30.3607256	-87.7725034
AL	01003011411	41223546	6521874	15.917	2.518	30.3244734	-87.618452
AL	01003011412	22777384	2340323	8.794	0.904	30.2970637	-87.7130367
AL	01003011413	21220858	340400	8.193	0.131	30.3010739	-87.6607298
AL	01003011414	7717710	7820495	2.98	3.02	30.3005888	-87.54179
AL	01003011415	7776188	12607434	3.002	4.868	30.2896945	-87.5148942
AL	01003011416	13478067	16044142	5.204	6.195	30.2354488	-87.7773475
AL	01003011417	16287679	812478	6.289	0.314	30.2850214	-87.6039237
AL	01003011418	17941299	8030938	6.927	3.101	30.2632859	-87.6478349
AL	01003011419	47694369	30701622	18.415	11.854	30.2400973	-87.9263265
AL	01003011501	38614374	87607	14.909	0.034	30.4324484	-87.6790139
AL	01003011503	24911317	28601	9.618	0.011	30.3792229	-87.6939612
AL	01003011504	26999637	417724	10.425	0.161	30.3813973	-87.6380235
AL	01003011601	234596822	12065537	90.578	4.659	30.4082096	-87.5555847
