fips,mcc_raw,households,housing_units,peak,base,status,excluded,reason
1001,24619.0,22308.0,24457.0,15462.0,24619,mcc_ok,False,
1003,195253.0,90802.0,125113.0,126286.0,195253,mcc_ok,False,
1005,12400.0,9016.0,11673.0,5515.0,12400,mcc_ok,False,
1007,11037.0,7216.0,9046.0,8648.0,11037,mcc_ok,False,
1009,27074.0,21626.0,24677.0,13470.0,27074,mcc_ok,False,
1011,8727.0,3450.0,4541.0,3501.0,8727,mcc_ok,False,
1013,12325.0,7131.0,9835.0,8668.0,12325,mcc_ok,False,
1015,62182.0,44693.0,53167.0,30458.0,62182,mcc_ok,False,
1017,12749.0,13143.0,16427.0,4094.0,16427,housing_floor,False,
1019,24534.0,9997.0,14687.0,510.0,24534,mcc_ok,False,
1021,19414.0,16931.0,19546.0,23217.0,23217,peak_floor,False,
1023,7230.0,5228.0,7138.0,2858.0,7230,mcc_ok,False,
1025,21629.0,8188.0,11733.0,7796.0,21629,mcc_ok,False,
1027,5554.0,5485.0,7040.0,5175.0,7040,housing_floor,False,
1029,6993.0,5761.0,6818.0,9492.0,9492,peak_floor,False,
1031,31347.0,20363.0,24155.0,7772.0,31347,mcc_ok,False,
1033,33811.0,23266.0,27709.0,1.0,33811,mcc_ok,False,
1035,5906.0,4453.0,6451.0,762.0,6451,housing_floor,False,
1037,4170.0,3999.0,6045.0,6710.0,6710,peak_floor,False,
1039,30321.0,14194.0,18644.0,7212.0,30321,mcc_ok,False,
1041,8129.0,4839.0,6553.0,6211.0,8129,mcc_ok,False,
1043,59296.0,33649.0,39182.0,15511.0,59296,mcc_ok,False,
1045,25013.0,19400.0,22829.0,7463.0,25013,mcc_ok,False,
1047,19358.0,14753.0,18992.0,22935.0,22935,peak_floor,False,
1049,42548.0,25690.0,30716.0,512.0,42548,mcc_ok,False,
1051,38649.0,32184.0,36787.0,28606.0,38649,mcc_ok,False,
1053,18593.0,13022.0,16715.0,9643.0,18593,mcc_ok,False,
1055,54206.0,38791.0,47412.0,12692.0,54206,mcc_ok,False,
1057,7831.0,6143.0,7816.0,5915.0,7831,mcc_ok,False,
1059,21671.0,11239.0,13940.0,4842.0,21671,mcc_ok,False,
1061,11742.0,10391.0,12494.0,10055.0,12494,housing_floor,False,
1063,4217.0,2872.0,4271.0,1290.0,4271,housing_floor,False,
1065,7916.0,5403.0,7464.0,5262.0,7916,mcc_ok,False,
1067,8040.0,6686.0,9110.0,7533.0,9110,housing_floor,False,
1069,72388.0,41543.0,49339.0,23059.0,72388,mcc_ok,False,
1071,29336.0,20670.0,24706.0,846.0,29336,mcc_ok,False,
1073,372757.0,265794.0,308428.0,52800.0,372757,mcc_ok,False,
1075,6221.0,5168.0,7104.0,4982.0,7104,housing_floor,False,
1077,49361.0,38237.0,44705.0,26166.0,49361,mcc_ok,False,
1079,13082.0,12829.0,15270.0,2427.0,15270,housing_floor,False,
1081,63579.0,65166.0,75473.0,14390.0,75473,housing_floor,False,
1083,52376.0,38572.0,42616.0,314.0,52376,mcc_ok,False,
1085,5496.0,4001.0,4823.0,5304.0,5496,mcc_ok,False,
1087,15032.0,7131.0,9662.0,2815.0,15032,mcc_ok,False,
1089,198793.0,159569.0,171313.0,71413.0,198793,mcc_ok,False,
1091,11446.0,7379.0,9834.0,3045.0,11446,mcc_ok,False,
1093,14058.0,11018.0,14143.0,11879.0,14143,housing_floor,False,
1095,52022.0,35930.0,41328.0,826.0,52022,mcc_ok,False,
1097,110135.0,159605.0,184845.0,143114.0,184845,housing_floor,False,
1099,10522.0,7298.0,10214.0,6793.0,10522,mcc_ok,False,
1101,137566.0,89721.0,105488.0,29346.0,137566,mcc_ok,False,
1103,69963.0,48004.0,53324.0,12404.0,69963,mcc_ok,False,
1105,4481.0,3075.0,3985.0,4338.0,4481,mcc_ok,False,
1107,8654.0,7083.0,8714.0,10658.0,10658,peak_floor,False,
1109,27989.0,11996.0,16049.0,8316.0,27989,mcc_ok,False,
1111,8122.0,8729.0,12412.0,10098.0,12412,housing_floor,False,
1113,21728.0,23462.0,27382.0,4718.0,27382,housing_floor,False,
1115,41320.0,33838.0,38133.0,16066.0,41320,mcc_ok,False,
1117,111917.0,83776.0,89612.0,59216.0,111917,mcc_ok,False,
1119,6825.0,4798.0,6329.0,3412.0,6825,mcc_ok,False,
1121,39215.0,32359.0,38088.0,30822.0,39215,mcc_ok,False,
1123,22039.0,16438.0,22777.0,15368.0,22777,housing_floor,False,
1125,126125.0,84743.0,101330.0,19015.0,126125,mcc_ok,False,
1127,32987.0,24718.0,30127.0,10667.0,32987,mcc_ok,False,
1129,7878.0,5506.0,7779.0,561.0,7878,mcc_ok,False,
1131,5917.0,3579.0,5314.0,6667.0,6667,peak_floor,False,
1133,13268.0,9103.0,13091.0,10383.0,13268,mcc_ok,False,
2013,,899.0,1089.0,,1089,housing_floor,False,
2016,1009.0,969.0,1403.0,,1403,housing_floor,False,
2020,110430.0,107134.0,118938.0,66516.0,118938,housing_floor,False,
2050,4200.0,4565.0,6003.0,,6003,housing_floor,False,
2060,,284.0,875.0,,875,housing_floor,False,
2063,,2755.0,3760.0,567.0,3760,housing_floor,False,
2066,,1090.0,2564.0,,2564,housing_floor,False,
2068,1014.0,525.0,1385.0,1497.0,1497,peak_floor,False,
2070,1179.0,1384.0,2417.0,,2417,housing_floor,False,
2090,44163.0,35824.0,42772.0,27643.0,44163,mcc_ok,False,
2100,1700.0,786.0,1410.0,,1700,mcc_ok,False,
2105,84.0,867.0,1708.0,,1708,housing_floor,False,
2110,17533.0,13017.0,14073.0,,17533,mcc_ok,False,
2122,43315.0,23201.0,32567.0,21527.0,43315,mcc_ok,False,
2130,7867.0,5568.0,6615.0,,7867,mcc_ok,False,
2150,7646.0,4415.0,5798.0,,7646,mcc_ok,False,
2158,1944.0,1864.0,2335.0,,2335,housing_floor,False,
2164,,326.0,1380.0,,1380,housing_floor,False,
2170,59763.0,39290.0,50491.0,47060.0,59763,mcc_ok,False,
2180,3255.0,2786.0,4116.0,,4116,housing_floor,False,
2185,3405.0,2168.0,2625.0,,3405,mcc_ok,False,
2188,2237.0,1776.0,2726.0,,2726,housing_floor,False,
2195,2196.0,1254.0,1792.0,,2196,mcc_ok,False,
2198,2954.0,2334.0,3252.0,,3252,housing_floor,False,
2220,5590.0,3459.0,4138.0,,5590,mcc_ok,False,
2230,1042.0,410.0,631.0,,1042,mcc_ok,False,
2240,2069.0,2189.0,3537.0,2390.0,3537,housing_floor,False,
2261,5469.0,,,152.0,5469,mcc_ok,False,
2275,2083.0,928.0,1350.0,,2083,mcc_ok,False,
2282,171.0,231.0,420.0,,420,housing_floor,False,
2290,3197.0,2078.0,4018.0,683.0,4018,housing_floor,False,
4001,29549.0,19786.0,29032.0,5562.0,29549,mcc_ok,False,
4003,80227.0,49680.0,59056.0,718642.0,718642,excluded,True,peak_exceeds_base
4005,138090.0,51993.0,69233.0,71189.0,138090,mcc_ok,False,
4007,29489.0,22714.0,32519.0,11637.0,32519,housing_floor,False,
4009,7828.0,12018.0,13755.0,70.0,13755,housing_floor,False,
4011,2735.0,3304.0,4409.0,802.0,4409,housing_floor,False,
4012,8403.0,8911.0,13692.0,4372.0,13692,housing_floor,False,
4013,1742493.0,1665560.0,1821463.0,109160.0,1821463,housing_floor,False,
4015,149928.0,95169.0,118073.0,41824.0,149928,mcc_ok,False,
4017,84388.0,37565.0,56556.0,27673.0,84388,mcc_ok,False,
4019,492744.0,423075.0,471058.0,55764.0,492744,mcc_ok,False,
4021,92098.0,151490.0,175474.0,33580.0,175474,housing_floor,False,
4023,1340.0,16651.0,18811.0,19353.0,19353,peak_floor,False,
4025,246408.0,106542.0,121829.0,26640.0,246408,mcc_ok,False,
4027,109100.0,74678.0,92808.0,19028.0,109100,mcc_ok,False,
5001,9409.0,6559.0,8717.0,13042.0,13042,peak_floor,False,
5003,9203.0,7194.0,9432.0,5501.0,9432,housing_floor,False,
5005,28471.0,19021.0,22747.0,25906.0,28471,mcc_ok,False,
5007,123593.0,104164.0,114425.0,74812.0,123593,mcc_ok,False,
5009,18659.0,15172.0,17354.0,9257.0,18659,mcc_ok,False,
5011,5463.0,3587.0,5112.0,4236.0,5463,mcc_ok,False,
5013,3555.0,1498.0,2476.0,601.0,3555,mcc_ok,False,
5015,17602.0,11357.0,13858.0,10786.0,17602,mcc_ok,False,
5017,4703.0,4008.0,5131.0,4313.0,5131,housing_floor,False,
5019,11935.0,7955.0,10039.0,7014.0,11935,mcc_ok,False,
5021,6466.0,6063.0,7514.0,1911.0,7514,housing_floor,False,
5023,17946.0,10626.0,15619.0,13762.0,17946,mcc_ok,False,
5025,3401.0,2742.0,3604.0,1392.0,3604,housing_floor,False,
5027,11454.0,7826.0,11051.0,6114.0,11454,mcc_ok,False,
5029,12567.0,8422.0,9659.0,3778.0,12567,mcc_ok,False,
5031,75696.0,42351.0,47084.0,5528.0,75696,mcc_ok,False,
5033,36251.0,22731.0,25453.0,16242.0,36251,mcc_ok,False,
5035,25574.0,18587.0,21335.0,7850.0,25574,mcc_ok,False,
5037,7940.0,6564.0,7618.0,8892.0,8892,peak_floor,False,
5039,3246.0,2289.0,3511.0,3613.0,3613,peak_floor,False,
5041,5462.0,4603.0,5828.0,5867.0,5867,peak_floor,False,
5043,9073.0,6913.0,8289.0,7043.0,9073,mcc_ok,False,
5045,63679.0,47396.0,52070.0,9351.0,63679,mcc_ok,False,
5047,10611.0,6705.0,7750.0,5843.0,10611,mcc_ok,False,
5049,7300.0,4780.0,6247.0,6151.0,7300,mcc_ok,False,
5051,49734.0,43220.0,52383.0,26362.0,52383,housing_floor,False,
5053,8732.0,6856.0,7874.0,21739.0,21739,excluded,True,peak_exceeds_base
5055,31433.0,17741.0,19235.0,3026.0,31433,mcc_ok,False,
5057,11330.0,7355.0,9663.0,2752.0,11330,mcc_ok,False,
5059,15029.0,11900.0,14247.0,12489.0,15029,mcc_ok,False,
5061,6087.0,5224.0,6168.0,4411.0,6168,housing_floor,False,
5063,19306.0,14417.0,16689.0,11533.0,19306,mcc_ok,False,
5065,8572.0,4850.0,6764.0,8041.0,8572,mcc_ok,False,
5067,8374.0,6116.0,7118.0,3306.0,8374,mcc_ok,False,
5069,33927.0,24278.0,30767.0,24409.0,33927,mcc_ok,False,
5071,18727.0,9899.0,11503.0,6008.0,18727,mcc_ok,False,
5073,2776.0,2547.0,3948.0,4459.0,4459,peak_floor,False,
5075,7466.0,6359.0,7556.0,6422.0,7556,housing_floor,False,
5077,4519.0,2586.0,3736.0,3200.0,4519,mcc_ok,False,
5079,5681.0,3378.0,4400.0,799.0,5681,mcc_ok,False,
5081,3623.0,4734.0,6077.0,5309.0,6077,housing_floor,False,
5083,11952.0,8405.0,9779.0,4849.0,11952,mcc_ok,False,
5085,46850.0,27582.0,30238.0,34287.0,46850,mcc_ok,False,
5087,13452.0,6250.0,7666.0,7134.0,13452,mcc_ok,False,
5089,8270.0,7140.0,9515.0,10563.0,10563,peak_floor,False,
5091,15516.0,15863.0,19790.0,12635.0,19790,housing_floor,False,
5093,17931.0,15005.0,19194.0,7688.0,19194,housing_floor,False,
5095,3733.0,2826.0,3864.0,2825.0,3864,housing_floor,False,
5097,4130.0,3589.0,5473.0,6928.0,6928,peak_floor,False,
5099,4020.0,3154.0,4323.0,2293.0,4323,housing_floor,False,
5101,3813.0,2905.0,4124.0,5503.0,5503,peak_floor,False,
5103,13315.0,8459.0,11925.0,8863.0,13315,mcc_ok,False,
5105,6378.0,3829.0,4946.0,5980.0,6378,mcc_ok,False,
5107,9727.0,6180.0,8434.0,7759.0,9727,mcc_ok,False,
5109,5133.0,4007.0,5319.0,2626.0,5319,housing_floor,False,
5111,10154.0,9082.0,10415.0,9165.0,10415,housing_floor,False,
5113,11572.0,7717.0,9652.0,2218.0,11572,mcc_ok,False,
5115,32152.0,23684.0,26940.0,14094.0,32152,mcc_ok,False,
5117,3917.0,3314.0,4105.0,5320.0,5320,peak_floor,False,
5119,247287.0,167768.0,190782.0,62785.0,247287,mcc_ok,False,
5121,8928.0,7190.0,8587.0,3174.0,8928,mcc_ok,False,
5123,12694.0,8102.0,9653.0,11814.0,12694,mcc_ok,False,
5125,49735.0,48465.0,51927.0,23065.0,51927,housing_floor,False,
5127,4965.0,3901.0,4880.0,4925.0,4965,mcc_ok,False,
5129,7013.0,2948.0,4725.0,1859.0,7013,mcc_ok,False,
5131,77727.0,51862.0,56926.0,16877.0,77727,mcc_ok,False,
5133,5699.0,5543.0,6767.0,5969.0,6767,housing_floor,False,
5135,10758.0,6901.0,9535.0,7832.0,10758,mcc_ok,False,
5137,6629.0,4731.0,6796.0,8745.0,8745,peak_floor,False,
5139,19892.0,14940.0,18722.0,11174.0,19892,mcc_ok,False,
5141,15567.0,6833.0,9725.0,257.0,15567,mcc_ok,False,
5143,149990.0,93781.0,100954.0,24668.0,149990,mcc_ok,False,
5145,40502.0,28788.0,33395.0,21460.0,40502,mcc_ok,False,
5147,3495.0,2626.0,3289.0,2172.0,3495,mcc_ok,False,
5149,9728.0,7751.0,9293.0,6898.0,9728,mcc_ok,False,
6001,751616.0,585818.0,622856.0,88608.0,751616,mcc_ok,False,
6003,882.0,435.0,1617.0,2748.0,2748,excluded,True,peak_exceeds_base
6005,17050.0,15745.0,18813.0,22136.0,22136,peak_floor,False,
6007,90543.0,83319.0,93069.0,43533.0,93069,housing_floor,False,
6009,18417.0,17198.0,27521.0,32384.0,32384,peak_floor,False,
6011,9970.0,7432.0,8107.0,7082.0,9970,mcc_ok,False,
6013,486945.0,408537.0,424057.0,80988.0,486945,mcc_ok,False,
6015,16195.0,9530.0,11103.0,13231.0,16195,mcc_ok,False,
6017,95672.0,75190.0,93679.0,73183.0,95672,mcc_ok,False,
6019,458084.0,318322.0,339270.0,69680.0,458084,mcc_ok,False,
6021,12233.0,9742.0,10914.0,4245.0,12233,mcc_ok,False,
6023,59962.0,54495.0,62306.0,71791.0,71791,peak_floor,False,
6025,72691.0,47024.0,56907.0,4696.0,72691,mcc_ok,False,
6027,7201.0,7849.0,9471.0,4740.0,9471,housing_floor,False,
6029,395015.0,277499.0,301687.0,79327.0,395015,mcc_ok,False,
6031,62998.0,43594.0,46500.0,22092.0,62998,mcc_ok,False,
6033,28397.0,26487.0,34313.0,39573.0,39573,peak_floor,False,
6035,15440.0,8925.0,12266.0,767.0,15440,mcc_ok,False,
6037,3762600.0,3363093.0,3599561.0,1717886.0,3762600,mcc_ok,False,
6039,68503.0,43857.0,49880.0,17954.0,68503,mcc_ok,False,
6041,113044.0,103709.0,111681.0,122875.0,122875,peak_floor,False,
6043,7262.0,7597.0,9824.0,10893.0,10893,peak_floor,False,
6045,39041.0,34557.0,41380.0,41599.0,41599,peak_floor,False,
6047,56077.0,82760.0,87895.0,19037.0,87895,housing_floor,False,
6049,6598.0,3403.0,4784.0,2714.0,6598,mcc_ok,False,
6051,5551.0,5473.0,13625.0,24313.0,24313,excluded,True,peak_exceeds_base
6053,195575.0,130973.0,143743.0,63153.0,195575,mcc_ok,False,
6055,63828.0,49218.0,55588.0,46279.0,63828,mcc_ok,False,
6057,52251.0,41415.0,53690.0,53330.0,53690,housing_floor,False,
6059,1255530.0,1066286.0,1130658.0,253449.0,1255530,mcc_ok,False,
6061,187525.0,152537.0,173090.0,55153.0,187525,mcc_ok,False,
6063,9230.0,8104.0,15436.0,11918.0,15436,housing_floor,False,
6065,853923.0,749976.0,851646.0,105557.0,853923,mcc_ok,False,
6067,625566.0,563856.0,588894.0,348829.0,625566,mcc_ok,False,
6069,26703.0,19852.0,20485.0,12335.0,26703,mcc_ok,False,
6071,840555.0,659928.0,733104.0,1383556.0,1383556,excluded,True,peak_exceeds_base
6073,1362929.0,1149157.0,1230349.0,74451.0,1362929,mcc_ok,False,
6075,209753.0,360842.0,408198.0,131898.0,408198,housing_floor,False,
6077,324543.0,237423.0,252327.0,67403.0,324543,mcc_ok,False,
6079,125727.0,108099.0,123968.0,31018.0,125727,mcc_ok,False,
6081,328408.0,264323.0,284211.0,81483.0,328408,mcc_ok,False,
6083,192080.0,148032.0,158807.0,56650.0,192080,mcc_ok,False,
6085,844715.0,650352.0,688287.0,145840.0,844715,mcc_ok,False,
6087,118299.0,96487.0,106433.0,89427.0,118299,mcc_ok,False,
6089,81282.0,71107.0,79626.0,38021.0,81282,mcc_ok,False,
6091,2072.0,1135.0,2092.0,4203.0,4203,excluded,True,peak_exceeds_base
6093,26605.0,18768.0,23013.0,20213.0,26605,mcc_ok,False,
6095,187690.0,154987.0,162513.0,50374.0,187690,mcc_ok,False,
6097,214127.0,189653.0,205393.0,105823.0,214127,mcc_ok,False,
6099,219156.0,175747.0,183317.0,13425.0,219156,mcc_ok,False,
6101,42323.0,33041.0,34560.0,22015.0,42323,mcc_ok,False,
6103,28134.0,24623.0,27440.0,22542.0,28134,mcc_ok,False,
6105,,5483.0,8201.0,4070.0,8201,housing_floor,False,
6107,186939.0,140670.0,151190.0,75292.0,186939,mcc_ok,False,
6109,23610.0,22831.0,31447.0,37533.0,37533,peak_floor,False,
6111,317658.0,275653.0,293491.0,1077693.0,1077693,excluded,True,peak_exceeds_base
6113,101509.0,76107.0,80533.0,30190.0,101509,mcc_ok,False,
6115,35933.0,27567.0,29626.0,24376.0,35933,mcc_ok,False,
8001,243036.0,181211.0,187811.0,102641.0,243036,mcc_ok,False,
8003,9288.0,6471.0,7084.0,11390.0,11390,peak_floor,False,
8005,323113.0,250751.0,262688.0,124233.0,323113,mcc_ok,False,
8007,8482.0,5738.0,9591.0,11772.0,11772,peak_floor,False,
8009,1050.0,1586.0,1985.0,32.0,1985,housing_floor,False,
8011,3294.0,1808.0,2151.0,,3294,mcc_ok,False,
8013,166613.0,133390.0,141007.0,60021.0,166613,mcc_ok,False,
8014,36182.0,30103.0,31338.0,19378.0,36182,mcc_ok,False,
8015,12341.0,9066.0,11072.0,7836.0,12341,mcc_ok,False,
8017,1412.0,740.0,969.0,1391.0,1412,mcc_ok,False,
8019,3877.0,4589.0,5717.0,6422.0,6422,peak_floor,False,
8021,3793.0,3087.0,4043.0,8816.0,8816,excluded,True,peak_exceeds_base
8023,2089.0,1530.0,2413.0,3824.0,3824,excluded,True,peak_exceeds_base
8025,2408.0,1315.0,1525.0,2014.0,2408,mcc_ok,False,
8027,2930.0,2181.0,4189.0,1767.0,4189,housing_floor,False,
8029,11874.0,12263.0,14841.0,5449.0,14841,housing_floor,False,
8031,398898.0,322964.0,344760.0,141684.0,398898,mcc_ok,False,
8033,1373.0,1185.0,1704.0,4.0,1704,housing_floor,False,
8035,157251.0,131971.0,136554.0,42412.0,157251,mcc_ok,False,
8037,43429.0,20084.0,33054.0,8587.0,43429,mcc_ok,False,
8039,10107.0,9514.0,9898.0,6890.0,10107,mcc_ok,False,
8041,361678.0,276371.0,289809.0,33979.0,361678,mcc_ok,False,
8043,19018.0,17677.0,20302.0,12228.0,20302,housing_floor,False,
8045,34904.0,22390.0,24313.0,6120.0,34904,mcc_ok,False,
8047,2626.0,2853.0,3516.0,5515.0,5515,excluded,True,peak_exceeds_base
8049,19092.0,6238.0,16731.0,1163.0,19092,mcc_ok,False,
8051,14729.0,7759.0,12165.0,407.0,14729,mcc_ok,False,
8053,773.0,478.0,1406.0,114.0,1406,housing_floor,False,
8055,1566.0,2877.0,4738.0,,4738,housing_floor,False,
8057,1554.0,645.0,1186.0,1145.0,1554,mcc_ok,False,
8059,278207.0,238372.0,248785.0,156331.0,278207,mcc_ok,False,
8061,1342.0,551.0,687.0,,1342,mcc_ok,False,
8063,3818.0,2979.0,3430.0,2700.0,3818,mcc_ok,False,
8065,3471.0,2837.0,4010.0,4466.0,4466,peak_floor,False,
8067,36986.0,22691.0,28233.0,17764.0,36986,mcc_ok,False,
8069,154680.0,148851.0,159083.0,20820.0,159083,housing_floor,False,
8071,776.0,6631.0,8112.0,,8112,housing_floor,False,
8073,3630.0,1922.0,2373.0,2187.0,3630,mcc_ok,False,
8075,6707.0,7985.0,8693.0,15466.0,15466,excluded,True,peak_exceeds_base
8077,78542.0,63098.0,67708.0,33992.0,78542,mcc_ok,False,
8079,793.0,418.0,1261.0,84.0,1261,housing_floor,False,
8081,9049.0,5187.0,6096.0,7079.0,9049,mcc_ok,False,
8083,14154.0,10520.0,12269.0,74.0,14154,mcc_ok,False,
8085,24974.0,17042.0,19122.0,6633.0,24974,mcc_ok,False,
8087,14501.0,10872.0,11566.0,4196.0,14501,mcc_ok,False,
8089,4206.0,7594.0,8735.0,5476.0,8735,housing_floor,False,
8091,4326.0,2435.0,3448.0,13.0,4326,mcc_ok,False,
8093,6016.0,7688.0,14198.0,12534.0,14198,housing_floor,False,
8095,428.0,1760.0,2044.0,,2044,housing_floor,False,
8097,12768.0,8114.0,13300.0,12971.0,13300,housing_floor,False,
8099,3495.0,4507.0,5473.0,,5473,housing_floor,False,
8101,52226.0,67090.0,72364.0,17258.0,72364,housing_floor,False,
8103,5566.0,2513.0,3274.0,466.0,5566,mcc_ok,False,
8105,7555.0,4657.0,6561.0,5654.0,7555,mcc_ok,False,
8107,18528.0,10279.0,16642.0,2907.0,18528,mcc_ok,False,
8109,3260.0,3071.0,3772.0,875.0,3772,housing_floor,False,
8111,549.0,337.0,729.0,714.0,729,housing_floor,False,
8113,7283.0,3850.0,6564.0,4.0,7283,mcc_ok,False,
8115,801.0,1049.0,1231.0,2.0,1231,housing_floor,False,
8117,16131.0,11750.0,31508.0,17666.0,31508,housing_floor,False,
8119,9307.0,11040.0,13365.0,8165.0,13365,housing_floor,False,
8121,4309.0,2030.0,2293.0,140.0,4309,mcc_ok,False,
8123,122323.0,115536.0,120293.0,39618.0,122323,mcc_ok,False,
8125,5292.0,3953.0,4313.0,,5292,mcc_ok,False,
9001,310526.0,,,190956.0,310526,mcc_ok,False,
9003,572922.0,,,179370.0,572922,mcc_ok,False,
9005,102535.0,,,66462.0,102535,mcc_ok,False,
9007,94735.0,,,50926.0,94735,mcc_ok,False,
9009,383498.0,,,140925.0,383498,mcc_ok,False,
9011,78303.0,,,44199.0,78303,mcc_ok,False,
9013,80653.0,,,40984.0,80653,mcc_ok,False,
9015,66275.0,,,38276.0,66275,mcc_ok,False,
9110,,386549.0,413960.0,14677.0,413960,housing_floor,False,
9120,,117497.0,125378.0,23819.0,125378,housing_floor,False,
9130,,73084.0,82618.0,13777.0,82618,housing_floor,False,
9140,,177656.0,191666.0,3246.0,191666,housing_floor,False,
9150,,38574.0,41503.0,12682.0,41503,housing_floor,False,
9160,,45976.0,55596.0,3103.0,55596,housing_floor,False,
9170,,226154.0,246338.0,9281.0,246338,housing_floor,False,
9180,,113810.0,125334.0,8294.0,125334,housing_floor,False,
9190,,230507.0,248939.0,3815.0,248939,housing_floor,False,
10001,98370.0,68705.0,73600.0,10992.0,98370,mcc_ok,False,
10003,191056.0,220437.0,233746.0,61872.0,233746,housing_floor,False,
10005,218986.0,99858.0,144210.0,34852.0,218986,mcc_ok,False,
11001,325122.0,315785.0,350372.0,76819.0,350372,housing_floor,False,
12001,218548.0,108597.0,123751.0,89495.0,218548,mcc_ok,False,
12003,15917.0,9004.0,9890.0,15787.0,15917,mcc_ok,False,
12005,88692.0,74678.0,104428.0,100592.0,104428,housing_floor,False,
12007,17679.0,9067.0,10771.0,12207.0,17679,mcc_ok,False,
12009,338129.0,246650.0,290314.0,522957.0,522957,excluded,True,peak_exceeds_base
12011,1298256.0,741973.0,859621.0,1398920.0,1398920,peak_floor,False,
12013,9002.0,4448.0,5680.0,5536.0,9002,mcc_ok,False,
12015,129889.0,84671.0,111330.0,136740.0,136740,peak_floor,False,
12017,81282.0,67551.0,82142.0,58209.0,82142,housing_floor,False,
12019,81941.0,79704.0,85593.0,70149.0,85593,housing_floor,False,
12021,288895.0,156768.0,229814.0,401860.0,401860,peak_floor,False,
12023,38562.0,26391.0,29835.0,44341.0,44341,peak_floor,False,
12027,21129.0,12340.0,15567.0,29686.0,29686,peak_floor,False,
12029,14193.0,6164.0,9304.0,10094.0,14193,mcc_ok,False,
12031,483034.0,396132.0,437330.0,528830.0,528830,peak_floor,False,
12033,180891.0,126537.0,146123.0,156882.0,180891,mcc_ok,False,
12035,58764.0,47549.0,56326.0,100518.0,100518,excluded,True,peak_exceeds_base
12037,4460.0,4761.0,8415.0,20616.0,20616,excluded,True,peak_exceeds_base
12039,36014.0,15885.0,18946.0,15112.0,36014,mcc_ok,False,
12041,12803.0,6872.0,7579.0,11171.0,12803,mcc_ok,False,
12043,6357.0,4637.0,6554.0,4840.0,6554,housing_floor,False,
12045,9722.0,5648.0,8984.0,13252.0,13252,peak_floor,False,
12047,8888.0,4300.0,5630.0,9568.0,9568,peak_floor,False,
12049,11796.0,8127.0,9837.0,15438.0,15438,peak_floor,False,
12051,23912.0,13289.0,15227.0,19400.0,23912,mcc_ok,False,
12053,108453.0,79169.0,89635.0,58050.0,108453,mcc_ok,False,
12055,39050.0,44685.0,57605.0,52875.0,57605,housing_floor,False,
12057,998906.0,559970.0,606334.0,520308.0,998906,mcc_ok,False,
12059,12700.0,7069.0,8635.0,6622.0,12700,mcc_ok,False,
12061,62070.0,65735.0,83801.0,120679.0,120679,peak_floor,False,
12063,29415.0,16880.0,20022.0,13178.0,29415,mcc_ok,False,
12065,7283.0,5519.0,6741.0,10976.0,10976,excluded,True,peak_exceeds_base
12067,4645.0,2555.0,3403.0,7567.0,7567,excluded,True,peak_exceeds_base
12069,199372.0,153817.0,178098.0,144324.0,199372,mcc_ok,False,
12071,628635.0,311348.0,419916.0,462570.0,628635,mcc_ok,False,
12073,196858.0,118755.0,134107.0,135215.0,196858,mcc_ok,False,
12075,27816.0,17843.0,20972.0,22299.0,27816,mcc_ok,False,
12077,4459.0,2447.0,3118.0,3308.0,4459,mcc_ok,False,
12079,9415.0,6693.0,8362.0,13825.0,13825,peak_floor,False,
12081,266408.0,161656.0,208358.0,225195.0,266408,mcc_ok,False,
12083,217647.0,154996.0,179079.0,177207.0,217647,mcc_ok,False,
12085,111120.0,66724.0,81593.0,143840.0,143840,peak_floor,False,
12086,951391.0,952680.0,1075278.0,1777800.0,1777800,excluded,True,peak_exceeds_base
12087,103906.0,34388.0,54034.0,51336.0,103906,mcc_ok,False,
12089,52493.0,36336.0,42121.0,48802.0,52493,mcc_ok,False,
12091,131235.0,83334.0,101408.0,35842.0,131235,mcc_ok,False,
12093,18223.0,14919.0,18496.0,38400.0,38400,excluded,True,peak_exceeds_base
12095,402618.0,491378.0,565109.0,331670.0,565109,housing_floor,False,
12097,179849.0,119817.0,156976.0,67476.0,179849,mcc_ok,False,
12099,539728.0,589594.0,708303.0,1098160.0,1098160,excluded,True,peak_exceeds_base
12101,279260.0,223385.0,259083.0,174494.0,279260,mcc_ok,False,
12103,361147.0,418716.0,516276.0,449310.0,516276,housing_floor,False,
12105,313954.0,264145.0,320023.0,209976.0,320023,housing_floor,False,
12107,51839.0,29782.0,36183.0,55456.0,55456,peak_floor,False,
12109,116593.0,102056.0,120920.0,166386.0,166386,peak_floor,False,
12111,222165.0,126443.0,150054.0,185980.0,222165,mcc_ok,False,
12113,96907.0,69524.0,76585.0,60369.0,96907,mcc_ok,False,
12115,310646.0,199345.0,254601.0,340240.0,340240,peak_floor,False,
12117,201776.0,183487.0,194744.0,198450.0,201776,mcc_ok,False,
12119,102391.0,64305.0,76923.0,40040.0,102391,mcc_ok,False,
12121,27985.0,15453.0,18948.0,36801.0,36801,peak_floor,False,
12123,12056.0,7465.0,11110.0,15932.0,15932,peak_floor,False,
12125,11357.0,4094.0,4716.0,5785.0,11357,mcc_ok,False,
12127,198922.0,232673.0,273835.0,318854.0,318854,peak_floor,False,
12129,14148.0,11932.0,13843.0,19209.0,19209,peak_floor,False,
