fips,mcc_raw,households,housing_units,peak,base,status,excluded,reason
19005,6750.0,5970.0,7696.0,3957.0,7696,housing_floor,False,
19007,6572.0,5028.0,6321.0,5385.0,6572,mcc_ok,False,
19009,2511.0,2535.0,2805.0,3115.0,3115,peak_floor,False,
19011,13498.0,10114.0,11074.0,10178.0,13498,mcc_ok,False,
19013,57533.0,53691.0,58599.0,32746.0,58599,housing_floor,False,
19015,10670.0,10893.0,11950.0,9757.0,11950,housing_floor,False,
19017,16028.0,9684.0,10493.0,2333.0,16028,mcc_ok,False,
19019,12254.0,8020.0,8911.0,1511.0,12254,mcc_ok,False,
19021,11607.0,7538.0,8197.0,6428.0,11607,mcc_ok,False,
19023,4791.0,5839.0,6545.0,3840.0,6545,housing_floor,False,
19025,4092.0,3852.0,4794.0,2838.0,4794,housing_floor,False,
19027,8666.0,8696.0,9515.0,3405.0,9515,housing_floor,False,
19029,10329.0,5771.0,6403.0,1135.0,10329,mcc_ok,False,
19031,8986.0,7508.0,8213.0,6196.0,8986,mcc_ok,False,
19033,29435.0,19450.0,22651.0,16188.0,29435,mcc_ok,False,
19035,5968.0,5143.0,5553.0,3081.0,5968,mcc_ok,False,
19037,6991.0,4920.0,5540.0,1854.0,6991,mcc_ok,False,
19039,4290.0,3879.0,4321.0,1254.0,4321,housing_floor,False,
19041,13668.0,7225.0,8098.0,959.0,13668,mcc_ok,False,
19043,10421.0,7286.0,8779.0,4994.0,10421,mcc_ok,False,
19045,21505.0,19174.0,21575.0,21264.0,21575,housing_floor,False,
19047,9213.0,6214.0,6860.0,2929.0,9213,mcc_ok,False,
19049,58451.0,39386.0,41753.0,19149.0,58451,mcc_ok,False,
19051,4718.0,3172.0,3588.0,1428.0,4718,mcc_ok,False,
19053,3356.0,3058.0,3662.0,1885.0,3662,housing_floor,False,
19055,7035.0,7068.0,8107.0,7198.0,8107,housing_floor,False,
19057,18207.0,17251.0,18791.0,7944.0,18791,housing_floor,False,
19059,6731.0,8279.0,13841.0,9861.0,13841,housing_floor,False,
19061,46546.0,39985.0,42707.0,9599.0,46546,mcc_ok,False,
19063,5934.0,3881.0,4513.0,1112.0,5934,mcc_ok,False,
19065,8712.0,8228.0,9323.0,5539.0,9323,housing_floor,False,
19067,7886.0,6600.0,7337.0,3993.0,7886,mcc_ok,False,
19069,4637.0,4102.0,4668.0,3537.0,4668,housing_floor,False,
19071,4285.0,2736.0,3144.0,3098.0,4285,mcc_ok,False,
19073,3417.0,3837.0,4325.0,3689.0,4325,housing_floor,False,
19075,5507.0,5062.0,5457.0,2341.0,5507,mcc_ok,False,
19077,5390.0,4518.0,5783.0,2666.0,5783,housing_floor,False,
19079,9205.0,6203.0,7042.0,1621.0,9205,mcc_ok,False,
19081,5489.0,4582.0,5127.0,5271.0,5489,mcc_ok,False,
19083,6885.0,7029.0,8031.0,3769.0,8031,housing_floor,False,
19085,7620.0,5963.0,6684.0,4801.0,7620,mcc_ok,False,
19087,11923.0,7642.0,8412.0,3281.0,11923,mcc_ok,False,
19089,4177.0,3636.0,4307.0,4909.0,4909,peak_floor,False,
19091,3507.0,4213.0,4571.0,5243.0,5243,peak_floor,False,
19093,3231.0,3016.0,3365.0,1966.0,3365,housing_floor,False,
19095,6965.0,6798.0,7342.0,6828.0,7342,housing_floor,False,
19097,10302.0,8109.0,9260.0,2819.0,10302,mcc_ok,False,
19099,15566.0,14630.0,16183.0,14954.0,16183,housing_floor,False,
19101,6879.0,6826.0,7685.0,5442.0,7685,housing_floor,False,
19103,77769.0,61414.0,66163.0,51777.0,77769,mcc_ok,False,
19105,8507.0,8062.0,8893.0,5250.0,8893,housing_floor,False,
19107,4684.0,4085.0,4668.0,6576.0,6576,peak_floor,False,
19109,7698.0,6421.0,7227.0,1586.0,7698,mcc_ok,False,
19111,15486.0,14246.0,15869.0,14325.0,15869,housing_floor,False,
19113,118247.0,94291.0,101214.0,109389.0,118247,mcc_ok,False,
19115,4554.0,4112.0,4743.0,1884.0,4743,housing_floor,False,
19117,4225.0,3621.0,4080.0,2541.0,4225,mcc_ok,False,
19119,5090.0,4412.0,4853.0,1792.0,5090,mcc_ok,False,
19121,9366.0,6475.0,6953.0,1887.0,9366,mcc_ok,False,
19123,8162.0,8873.0,9700.0,5512.0,9700,housing_floor,False,
19125,19876.0,13310.0,14179.0,3849.0,19876,mcc_ok,False,
19127,15945.0,15288.0,16795.0,16662.0,16795,housing_floor,False,
19129,7270.0,5261.0,6121.0,6702.0,7270,mcc_ok,False,
19131,6347.0,4505.0,4885.0,2842.0,6347,mcc_ok,False,
19133,7388.0,3852.0,4403.0,2429.0,7388,mcc_ok,False,
19135,4056.0,3032.0,3660.0,2829.0,4056,mcc_ok,False,
19137,5724.0,4493.0,5030.0,4524.0,5724,mcc_ok,False,
19139,30353.0,17075.0,18386.0,3045.0,30353,mcc_ok,False,
19141,5030.0,5700.0,6546.0,3169.0,6546,housing_floor,False,
19143,3588.0,2631.0,2885.0,1063.0,3588,mcc_ok,False,
19145,9035.0,6137.0,6997.0,4004.0,9035,mcc_ok,False,
19147,4166.0,3635.0,4509.0,2263.0,4509,housing_floor,False,
19149,8581.0,10214.0,10819.0,2232.0,10819,housing_floor,False,
19151,3159.0,3083.0,3663.0,1012.0,3663,housing_floor,False,
19153,287095.0,199013.0,211392.0,114873.0,287095,mcc_ok,False,
19155,51132.0,37162.0,39914.0,12888.0,51132,mcc_ok,False,
19157,6708.0,7761.0,8942.0,8164.0,8942,housing_floor,False,
19159,2511.0,1844.0,2673.0,2080.0,2673,housing_floor,False,
19161,3895.0,4210.0,5143.0,3463.0,5143,housing_floor,False,
19163,67611.0,71436.0,77613.0,56299.0,77613,housing_floor,False,
19165,7164.0,4933.0,5422.0,2018.0,7164,mcc_ok,False,
19167,16993.0,12462.0,13046.0,4636.0,16993,mcc_ok,False,
19169,63396.0,38412.0,41347.0,35836.0,63396,mcc_ok,False,
19171,8169.0,6703.0,7589.0,6848.0,8169,mcc_ok,False,
19173,2951.0,2442.0,2908.0,2026.0,2951,mcc_ok,False,
19175,6645.0,4979.0,5791.0,5453.0,6645,mcc_ok,False,
19177,3146.0,2842.0,3509.0,1713.0,3509,housing_floor,False,
19179,21960.0,14193.0,15754.0,6921.0,21960,mcc_ok,False,
19181,23806.0,19906.0,21083.0,5746.0,23806,mcc_ok,False,
19183,9700.0,8922.0,9606.0,6817.0,9700,mcc_ok,False,
19185,2947.0,2531.0,3032.0,1473.0,3032,housing_floor,False,
19187,20411.0,15582.0,16981.0,11490.0,20411,mcc_ok,False,
19189,7213.0,4511.0,5089.0,3317.0,7213,mcc_ok,False,
19191,9369.0,8218.0,8958.0,5712.0,9369,mcc_ok,False,
19193,25626.0,40299.0,42864.0,10213.0,42864,housing_floor,False,
19195,2289.0,3190.0,3486.0,5331.0,5331,excluded,True,peak_exceeds_base
19197,5538.0,5373.0,6281.0,8248.0,8248,peak_floor,False,
20001,13025.0,4981.0,6067.0,1891.0,13025,mcc_ok,False,
20003,6426.0,3165.0,3568.0,1402.0,6426,mcc_ok,False,
20005,8677.0,5840.0,6817.0,4858.0,8677,mcc_ok,False,
20007,1429.0,1771.0,2496.0,582.0,2496,housing_floor,False,
20009,14147.0,10055.0,12396.0,10942.0,14147,mcc_ok,False,
20011,12147.0,5875.0,6779.0,5900.0,12147,mcc_ok,False,
20013,5077.0,3664.0,4507.0,2936.0,5077,mcc_ok,False,
20015,40152.0,24760.0,27019.0,12074.0,40152,mcc_ok,False,
20017,699.0,1065.0,1407.0,3591.0,3591,excluded,True,peak_exceeds_base
20019,637.0,1323.0,1983.0,273.0,1983,housing_floor,False,
20021,2982.0,7533.0,9168.0,4837.0,9168,housing_floor,False,
20023,2177.0,1207.0,1453.0,624.0,2177,mcc_ok,False,
20025,688.0,807.0,1044.0,5.0,1044,housing_floor,False,
20027,5867.0,3570.0,3935.0,9928.0,9928,excluded,True,peak_exceeds_base
20029,3413.0,3677.0,4520.0,859.0,4520,housing_floor,False,
20031,7173.0,3543.0,3976.0,1301.0,7173,mcc_ok,False,
20033,583.0,827.0,1035.0,,1035,housing_floor,False,
20035,21126.0,13091.0,15626.0,7841.0,21126,mcc_ok,False,
20037,34108.0,15806.0,18029.0,10386.0,34108,mcc_ok,False,
20039,2329.0,1324.0,1646.0,1420.0,2329,mcc_ok,False,
20041,4008.0,7903.0,8785.0,4739.0,8785,housing_floor,False,
20043,3810.0,2735.0,3386.0,1398.0,3810,mcc_ok,False,
20045,68914.0,49605.0,52818.0,26721.0,68914,mcc_ok,False,
20047,2025.0,1225.0,1549.0,1998.0,2025,mcc_ok,False,
20049,1533.0,1028.0,1511.0,1373.0,1533,mcc_ok,False,
20051,17869.0,11958.0,13214.0,9661.0,17869,mcc_ok,False,
20053,1473.0,2305.0,3102.0,842.0,3102,housing_floor,False,
20055,33836.0,13021.0,14174.0,2258.0,33836,mcc_ok,False,
20057,20786.0,11676.0,12568.0,6566.0,20786,mcc_ok,False,
20059,20702.0,10185.0,11180.0,4597.0,20702,mcc_ok,False,
20061,8978.0,13512.0,15893.0,5893.0,15893,housing_floor,False,
20063,1234.0,1182.0,1336.0,2527.0,2527,excluded,True,peak_exceeds_base
20065,1587.0,1200.0,1432.0,1191.0,1587,mcc_ok,False,
20067,3640.0,2420.0,2932.0,,3640,mcc_ok,False,
20069,4121.0,2054.0,2334.0,1673.0,4121,mcc_ok,False,
20071,1338.0,553.0,633.0,1024.0,1338,mcc_ok,False,
20073,4461.0,2584.0,3671.0,4704.0,4704,peak_floor,False,
20075,2192.0,716.0,967.0,896.0,2192,mcc_ok,False,
20077,2876.0,2186.0,3045.0,1264.0,3045,housing_floor,False,
20079,6745.0,13246.0,14585.0,15871.0,15871,peak_floor,False,
20081,1450.0,1354.0,1551.0,7.0,1551,housing_floor,False,
20083,965.0,710.0,851.0,834.0,965,mcc_ok,False,
20085,6676.0,5182.0,5612.0,50275.0,50275,excluded,True,peak_exceeds_base
20087,10486.0,7316.0,7967.0,3101.0,10486,mcc_ok,False,
20089,1642.0,1278.0,1774.0,573.0,1774,housing_floor,False,
20091,296663.0,241191.0,252108.0,64696.0,296663,mcc_ok,False,
20093,3185.0,1352.0,1582.0,2487.0,3185,mcc_ok,False,
20095,4799.0,3104.0,3671.0,773.0,4799,mcc_ok,False,
20097,1086.0,927.0,1158.0,111.0,1158,housing_floor,False,
20099,11654.0,7956.0,9542.0,5048.0,11654,mcc_ok,False,
20101,745.0,672.0,887.0,,887,housing_floor,False,
20103,40824.0,29226.0,31280.0,14360.0,40824,mcc_ok,False,
20105,848.0,1223.0,1679.0,287.0,1679,housing_floor,False,
20107,7723.0,4093.0,5144.0,3824.0,7723,mcc_ok,False,
20109,2091.0,1209.0,1372.0,3319.0,3319,excluded,True,peak_exceeds_base
20111,9811.0,13223.0,14998.0,7082.0,14998,housing_floor,False,
20113,22878.0,12140.0,13082.0,2089.0,22878,mcc_ok,False,
20115,7056.0,4577.0,5699.0,1738.0,7056,mcc_ok,False,
20117,4214.0,4079.0,4766.0,3919.0,4766,housing_floor,False,
20119,1376.0,1602.0,1912.0,16.0,1912,housing_floor,False,
20121,20608.0,13239.0,13939.0,5343.0,20608,mcc_ok,False,
20123,5576.0,2445.0,3128.0,319.0,5576,mcc_ok,False,
20125,23498.0,12682.0,15625.0,7838.0,23498,mcc_ok,False,
20127,1258.0,2288.0,3003.0,3406.0,3406,peak_floor,False,
20129,1066.0,939.0,1321.0,1245.0,1321,housing_floor,False,
20131,7024.0,3986.0,4507.0,621.0,7024,mcc_ok,False,
20133,13984.0,6207.0,7239.0,1069.0,13984,mcc_ok,False,
20135,1309.0,1144.0,1500.0,545.0,1500,housing_floor,False,
20137,4238.0,1881.0,2463.0,1044.0,4238,mcc_ok,False,
20139,10783.0,6280.0,7273.0,3513.0,10783,mcc_ok,False,
20141,1752.0,1604.0,2050.0,739.0,2050,housing_floor,False,
20143,1406.0,2374.0,2680.0,2990.0,2990,peak_floor,False,
20145,5884.0,2396.0,3065.0,1928.0,5884,mcc_ok,False,
20147,3109.0,2191.0,2816.0,3375.0,3375,peak_floor,False,
20149,9791.0,9054.0,9938.0,2974.0,9938,housing_floor,False,
20151,8329.0,3580.0,4390.0,520.0,8329,mcc_ok,False,
20153,2008.0,1165.0,1372.0,1806.0,2008,mcc_ok,False,
20155,35754.0,25157.0,28309.0,23721.0,35754,mcc_ok,False,
20157,2731.0,2029.0,2682.0,786.0,2731,mcc_ok,False,
20159,2664.0,3763.0,4395.0,6094.0,6094,peak_floor,False,
20161,18190.0,26765.0,30595.0,16752.0,30595,housing_floor,False,
20163,2677.0,2127.0,2637.0,1150.0,2677,mcc_ok,False,
20165,1399.0,1344.0,1683.0,974.0,1683,housing_floor,False,
20167,5948.0,2995.0,3693.0,1375.0,5948,mcc_ok,False,
20169,14835.0,22358.0,24116.0,20554.0,24116,housing_floor,False,
20171,3961.0,2143.0,2262.0,3273.0,3961,mcc_ok,False,
20173,255977.0,202485.0,224058.0,118716.0,255977,mcc_ok,False,
20175,8330.0,7071.0,8268.0,10.0,8330,mcc_ok,False,
20177,101321.0,74394.0,80673.0,28443.0,101321,mcc_ok,False,
20179,1648.0,1009.0,1160.0,1836.0,1836,peak_floor,False,
20181,5649.0,2317.0,2951.0,1175.0,5649,mcc_ok,False,
20183,2010.0,1560.0,2041.0,1823.0,2041,housing_floor,False,
20185,1665.0,1610.0,2113.0,1404.0,2113,housing_floor,False,
20187,1004.0,888.0,1081.0,,1081,housing_floor,False,
20189,3339.0,1715.0,2247.0,,3339,mcc_ok,False,
20191,8773.0,8977.0,10390.0,1713.0,10390,housing_floor,False,
20193,7359.0,3129.0,3576.0,1575.0,7359,mcc_ok,False,
20195,1597.0,1308.0,1657.0,2393.0,2393,peak_floor,False,
20197,1633.0,2570.0,3128.0,1887.0,3128,housing_floor,False,
20199,1427.0,663.0,742.0,1345.0,1427,mcc_ok,False,
20201,2452.0,2344.0,2736.0,966.0,2736,housing_floor,False,
20203,2012.0,880.0,1002.0,2004.0,2012,mcc_ok,False,
20205,7232.0,3492.0,4498.0,623.0,7232,mcc_ok,False,
20207,1911.0,1213.0,1843.0,1600.0,1911,mcc_ok,False,
20209,34391.0,61282.0,68482.0,34178.0,68482,housing_floor,False,
21001,10660.0,6803.0,8629.0,2772.0,10660,mcc_ok,False,
21003,11953.0,7816.0,9237.0,12799.0,12799,peak_floor,False,
21005,11516.0,9180.0,10055.0,9604.0,11516,mcc_ok,False,
21007,4230.0,2959.0,3710.0,3358.0,4230,mcc_ok,False,
21009,24665.0,17592.0,19929.0,11038.0,24665,mcc_ok,False,
21011,6489.0,4844.0,5463.0,6010.0,6489,mcc_ok,False,
21013,12248.0,9456.0,11634.0,7312.0,12248,mcc_ok,False,
21015,74771.0,49587.0,51773.0,18940.0,74771,mcc_ok,False,
21017,7414.0,8067.0,9134.0,4496.0,9134,housing_floor,False,
21019,27789.0,18533.0,21745.0,17376.0,27789,mcc_ok,False,
21021,16810.0,11649.0,12933.0,5906.0,16810,mcc_ok,False,
21023,3833.0,3138.0,3844.0,3545.0,3844,housing_floor,False,
21025,7915.0,5529.0,6563.0,3078.0,7915,mcc_ok,False,
21027,13773.0,7542.0,10725.0,4323.0,13773,mcc_ok,False,
21029,40366.0,31068.0,32854.0,22343.0,40366,mcc_ok,False,
21031,6824.0,4501.0,5465.0,6572.0,6824,mcc_ok,False,
21033,5933.0,5128.0,6092.0,3094.0,6092,housing_floor,False,
21035,25554.0,14805.0,17983.0,8654.0,25554,mcc_ok,False,
21037,38975.0,38684.0,41465.0,19090.0,41465,housing_floor,False,
21039,2244.0,1905.0,2305.0,2972.0,2972,peak_floor,False,
21041,6325.0,4039.0,4675.0,4718.0,6325,mcc_ok,False,
21043,12835.0,9778.0,12249.0,11506.0,12835,mcc_ok,False,
21045,8794.0,6029.0,7388.0,3724.0,8794,mcc_ok,False,
21047,36367.0,25602.0,29273.0,10854.0,36367,mcc_ok,False,
21049,18710.0,14762.0,16165.0,11660.0,18710,mcc_ok,False,
21051,11735.0,7110.0,8630.0,4969.0,11735,mcc_ok,False,
21053,6743.0,3672.0,4872.0,5992.0,6743,mcc_ok,False,
21055,4136.0,3495.0,4344.0,2863.0,4344,housing_floor,False,
21057,3483.0,2519.0,3408.0,4668.0,4668,peak_floor,False,
21059,52705.0,40722.0,43927.0,15947.0,52705,mcc_ok,False,
21061,6505.0,4760.0,6389.0,7341.0,7341,peak_floor,False,
21063,4390.0,2263.0,3056.0,3545.0,4390,mcc_ok,False,
21065,7224.0,5740.0,6839.0,4671.0,7224,mcc_ok,False,
21067,170657.0,136104.0,146345.0,111273.0,170657,mcc_ok,False,
21069,7871.0,5747.0,6753.0,3987.0,7871,mcc_ok,False,
21071,20057.0,14282.0,17446.0,6930.0,20057,mcc_ok,False,
21073,25840.0,22553.0,23983.0,4545.0,25840,mcc_ok,False,
21075,4089.0,2378.0,3195.0,1781.0,4089,mcc_ok,False,
21077,4358.0,3108.0,3726.0,3211.0,4358,mcc_ok,False,
21079,8676.0,6488.0,7284.0,3176.0,8676,mcc_ok,False,
21081,10264.0,9146.0,10099.0,9100.0,10264,mcc_ok,False,
21083,19692.0,14304.0,16526.0,13963.0,19692,mcc_ok,False,
21085,14255.0,9705.0,13346.0,7810.0,14255,mcc_ok,False,
21087,6326.0,4399.0,5278.0,2508.0,6326,mcc_ok,False,
21089,18179.0,14478.0,16248.0,9077.0,18179,mcc_ok,False,
21091,5170.0,3466.0,3902.0,4750.0,5170,mcc_ok,False,
21093,61032.0,42638.0,46920.0,17749.0,61032,mcc_ok,False,
21095,13700.0,10498.0,13016.0,5681.0,13700,mcc_ok,False,
21097,9604.0,7291.0,8101.0,4636.0,9604,mcc_ok,False,
21099,10882.0,7199.0,8841.0,7655.0,10882,mcc_ok,False,
21101,21493.0,18285.0,20098.0,10749.0,21493,mcc_ok,False,
21103,7357.0,6017.0,6634.0,3323.0,7357,mcc_ok,False,
21105,2285.0,1621.0,2163.0,2761.0,2761,peak_floor,False,
21107,20238.0,18345.0,20949.0,9493.0,20949,housing_floor,False,
21109,7104.0,5154.0,6007.0,6894.0,7104,mcc_ok,False,
21111,390033.0,327211.0,356155.0,141810.0,390033,mcc_ok,False,
21113,28534.0,19251.0,20733.0,12548.0,28534,mcc_ok,False,
21115,12834.0,8534.0,10526.0,10000.0,12834,mcc_ok,False,
21117,74546.0,67353.0,72564.0,10615.0,74546,mcc_ok,False,
21119,7061.0,5563.0,6718.0,7346.0,7346,peak_floor,False,
21121,15272.0,11229.0,13817.0,5744.0,15272,mcc_ok,False,
21123,7475.0,5967.0,6485.0,5288.0,7475,mcc_ok,False,
21125,35907.0,23424.0,26569.0,15796.0,35907,mcc_ok,False,
21127,8553.0,5721.0,7534.0,9645.0,9645,peak_floor,False,
21129,3961.0,2637.0,3226.0,3417.0,3961,mcc_ok,False,
21131,5295.0,3698.0,4909.0,5520.0,5520,peak_floor,False,
21133,11069.0,8415.0,10614.0,8417.0,11069,mcc_ok,False,
21135,5886.0,4757.0,6058.0,5231.0,6058,housing_floor,False,
21137,12841.0,9692.0,10832.0,5945.0,12841,mcc_ok,False,
21139,5667.0,3537.0,4624.0,3202.0,5667,mcc_ok,False,
21141,14637.0,10850.0,12462.0,6767.0,14637,mcc_ok,False,
21143,4392.0,3229.0,4788.0,4316.0,4788,housing_floor,False,
21145,36761.0,27000.0,32093.0,9954.0,36761,mcc_ok,False,
21147,10586.0,5510.0,6933.0,7829.0,10586,mcc_ok,False,
21149,4361.0,3609.0,4180.0,2655.0,4361,mcc_ok,False,
21151,48463.0,36148.0,39382.0,17075.0,48463,mcc_ok,False,
21153,6548.0,4554.0,5462.0,3584.0,6548,mcc_ok,False,
21155,10962.0,7588.0,8381.0,6470.0,10962,mcc_ok,False,
21157,18536.0,12998.0,16391.0,11045.0,18536,mcc_ok,False,
21159,6097.0,3756.0,4831.0,4432.0,6097,mcc_ok,False,
21161,9434.0,6695.0,8181.0,5766.0,9434,mcc_ok,False,
21163,18076.0,10554.0,12043.0,6043.0,18076,mcc_ok,False,
21165,3601.0,2262.0,3437.0,4571.0,4571,peak_floor,False,
21167,11645.0,9079.0,10355.0,6309.0,11645,mcc_ok,False,
21169,6226.0,4160.0,4704.0,4026.0,6226,mcc_ok,False,
21171,6991.0,4544.0,5239.0,5526.0,6991,mcc_ok,False,
21173,15495.0,10705.0,12122.0,8485.0,15495,mcc_ok,False,
21175,8162.0,4665.0,5633.0,3523.0,8162,mcc_ok,False,
21177,14901.0,11847.0,13518.0,15740.0,15740,peak_floor,False,
21179,22386.0,18457.0,19799.0,15158.0,22386,mcc_ok,False,
21181,3502.0,2614.0,3318.0,1907.0,3502,mcc_ok,False,
21183,12868.0,9041.0,10196.0,9485.0,12868,mcc_ok,False,
21185,27365.0,22128.0,23195.0,14419.0,27365,mcc_ok,False,
21187,5563.0,4146.0,5370.0,4006.0,5563,mcc_ok,False,
21189,2420.0,1383.0,1948.0,2443.0,2443,peak_floor,False,
21191,6272.0,5270.0,6278.0,2821.0,6278,housing_floor,False,
21193,16228.0,11279.0,13226.0,14343.0,16228,mcc_ok,False,
21195,31507.0,23967.0,28918.0,16027.0,31507,mcc_ok,False,
21197,8244.0,4658.0,5599.0,5632.0,8244,mcc_ok,False,
21199,42258.0,25711.0,31615.0,14885.0,42258,mcc_ok,False,
21201,1161.0,797.0,1044.0,1464.0,1464,peak_floor,False,
21203,8013.0,6380.0,7353.0,5043.0,8013,mcc_ok,False,
21205,15098.0,8952.0,10539.0,6413.0,15098,mcc_ok,False,
21207,11596.0,7007.0,10102.0,6080.0,11596,mcc_ok,False,
21209,29867.0,21603.0,22930.0,13817.0,29867,mcc_ok,False,
21211,23928.0,17590.0,18944.0,7475.0,23928,mcc_ok,False,
21213,11898.0,7530.0,8302.0,3507.0,11898,mcc_ok,False,
21215,8434.0,6916.0,7480.0,6094.0,8434,mcc_ok,False,
21217,16754.0,9843.0,11201.0,4393.0,16754,mcc_ok,False,
21219,5306.0,4476.0,5143.0,6143.0,6143,peak_floor,False,
21221,6398.0,5818.0,7596.0,10800.0,10800,peak_floor,False,
21223,4257.0,3273.0,3864.0,4303.0,4303,peak_floor,False,
21225,6794.0,5067.0,5884.0,3876.0,6794,mcc_ok,False,
21227,67855.0,52545.0,57080.0,43157.0,67855,mcc_ok,False,
21229,5512.0,4635.0,5206.0,6505.0,6505,peak_floor,False,
21231,13422.0,7897.0,10169.0,6300.0,13422,mcc_ok,False,
21233,5270.0,4819.0,5731.0,24611.0,24611,excluded,True,peak_exceeds_base
21235,18361.0,13076.0,15492.0,7182.0,18361,mcc_ok,False,
21237,4146.0,2506.0,3067.0,16038.0,16038,excluded,True,peak_exceeds_base
21239,12322.0,10493.0,11501.0,13455.0,13455,peak_floor,False,
22001,28983.0,21388.0,25030.0,27347.0,28983,mcc_ok,False,
22003,18160.0,7636.0,9532.0,11805.0,18160,mcc_ok,False,
22005,51706.0,46040.0,49998.0,54507.0,54507,peak_floor,False,
22007,6738.0,8368.0,10032.0,12744.0,12744,peak_floor,False,
22009,23447.0,14600.0,18261.0,18052.0,23447,mcc_ok,False,
22011,26155.0,13587.0,15802.0,19201.0,26155,mcc_ok,False,
22013,5075.0,5375.0,6907.0,5882.0,6907,housing_floor,False,
22015,94184.0,48651.0,55638.0,57023.0,94184,mcc_ok,False,
22017,145518.0,94475.0,112469.0,75971.0,145518,mcc_ok,False,
22019,49912.0,76853.0,93431.0,103022.0,103022,peak_floor,False,
22021,4046.0,3521.0,4634.0,6179.0,6179,peak_floor,False,
22023,2695.0,2166.0,3556.0,1997.0,3556,housing_floor,False,
22025,3902.0,3030.0,4461.0,134.0,4461,housing_floor,False,
22027,4896.0,5060.0,6858.0,7803.0,7803,peak_floor,False,
22029,8638.0,6302.0,9003.0,4155.0,9003,housing_floor,False,
22031,23052.0,10235.0,12463.0,12891.0,23052,mcc_ok,False,
22033,214590.0,173792.0,204246.0,165549.0,214590,mcc_ok,False,
22035,3227.0,2381.0,3319.0,2964.0,3319,housing_floor,False,
22037,7347.0,6613.0,8124.0,10751.0,10751,peak_floor,False,
22039,22432.0,12128.0,14494.0,14085.0,22432,mcc_ok,False,
22041,8528.0,7308.0,8936.0,6328.0,8936,housing_floor,False,
22043,14064.0,6719.0,9023.0,10278.0,14064,mcc_ok,False,
22045,56791.0,26954.0,31102.0,34091.0,56791,mcc_ok,False,
22047,11710.0,11042.0,13302.0,6069.0,13302,housing_floor,False,
22049,4755.0,5461.0,7237.0,8462.0,8462,peak_floor,False,
22051,230746.0,176165.0,193740.0,204888.0,230746,mcc_ok,False,
22053,11412.0,11682.0,14007.0,21012.0,21012,excluded,True,peak_exceeds_base
22055,137688.0,97694.0,108681.0,50670.0,137688,mcc_ok,False,
22057,35705.0,36828.0,41108.0,44233.0,44233,peak_floor,False,
22059,6475.0,4665.0,6195.0,5692.0,6475,mcc_ok,False,
22061,26566.0,18043.0,20491.0,12154.0,26566,mcc_ok,False,
22063,56101.0,49770.0,57984.0,62365.0,62365,peak_floor,False,
22065,4477.0,3092.0,4391.0,5387.0,5387,peak_floor,False,
22067,11166.0,9474.0,11913.0,11197.0,11913,housing_floor,False,
22069,32940.0,13866.0,18605.0,13109.0,32940,mcc_ok,False,
22071,212936.0,155669.0,193999.0,181040.0,212936,mcc_ok,False,
22073,61793.0,59595.0,70178.0,117688.0,117688,excluded,True,peak_exceeds_base
22075,14010.0,8172.0,9560.0,12572.0,14010,mcc_ok,False,
22077,7258.0,8203.0,11020.0,4785.0,11020,housing_floor,False,
22079,110551.0,48544.0,58076.0,42112.0,110551,mcc_ok,False,
22081,5806.0,2934.0,3603.0,4372.0,5806,mcc_ok,False,
22083,8935.0,7295.0,8668.0,5585.0,8935,mcc_ok,False,
22085,17148.0,8339.0,13558.0,15100.0,17148,mcc_ok,False,
22087,23169.0,15732.0,17778.0,20256.0,23169,mcc_ok,False,
22089,30265.0,18591.0,20531.0,22708.0,30265,mcc_ok,False,
22091,4162.0,4004.0,5284.0,8648.0,8648,excluded,True,peak_exceeds_base
22093,11499.0,7498.0,8604.0,9931.0,11499,mcc_ok,False,
22095,22092.0,15232.0,17799.0,19726.0,22092,mcc_ok,False,
22097,47280.0,30888.0,36840.0,33738.0,47280,mcc_ok,False,
22099,18207.0,19874.0,23563.0,22794.0,23563,housing_floor,False,
22101,27709.0,18628.0,22516.0,17613.0,27709,mcc_ok,False,
22103,164188.0,101212.0,110680.0,130114.0,164188,mcc_ok,False,
22105,54543.0,48658.0,57354.0,68621.0,68621,peak_floor,False,
22107,1600.0,1593.0,2815.0,3165.0,3165,peak_floor,False,
22109,40577.0,41505.0,47314.0,27666.0,47314,housing_floor,False,
22111,7091.0,8172.0,10458.0,13543.0,13543,peak_floor,False,
22113,25435.0,21704.0,25735.0,18996.0,25735,housing_floor,False,
22115,39210.0,17726.0,21996.0,24749.0,39210,mcc_ok,False,
22117,18396.0,17162.0,21420.0,19709.0,21420,housing_floor,False,
22119,18880.0,14801.0,18325.0,7641.0,18880,mcc_ok,False,
22121,10596.0,10080.0,11536.0,10103.0,11536,housing_floor,False,
22123,4278.0,3785.0,4702.0,1701.0,4702,housing_floor,False,
22125,6923.0,3822.0,5086.0,5529.0,6923,mcc_ok,False,
22127,8389.0,4882.0,6400.0,5963.0,8389,mcc_ok,False,
23001,77643.0,45825.0,49923.0,40795.0,77643,mcc_ok,False,
23003,42053.0,29237.0,38440.0,24386.0,42053,mcc_ok,False,
23005,227401.0,128184.0,149869.0,109526.0,227401,mcc_ok,False,
23007,20532.0,12276.0,21014.0,17176.0,21014,housing_floor,False,
23009,31079.0,24660.0,40298.0,35012.0,40298,housing_floor,False,
23011,87760.0,53452.0,62778.0,67586.0,87760,mcc_ok,False,
