fips,NAME,mcc,households,housing_units,population,peak,ratio_hh,base_repaired,corrupt_outage
35061,"Valencia County, New Mexico",35686.0,26272,30129,76613,20796,1.358328258221681,35686.0,False
13165,"Jenkins County, Georgia",4479.0,3297,4451,8704,1616,1.3585077343039127,4479.0,False
20083,"Hodgeman County, Kansas",965.0,710,851,1770,834,1.3591549295774648,965.0,False
42011,"Berks County, Pennsylvania",219087.0,161174,170678,428483,34299,1.3593197413974958,219087.0,False
31081,"Hamilton County, Nebraska",4863.0,3577,4105,9400,2533,1.3595191501258037,4863.0,False
35017,"Grant County, New Mexico",15355.0,11292,14625,28006,11945,1.359812256464754,15355.0,False
21121,"Knox County, Kentucky",15272.0,11229,13817,30207,5744,1.3600498708700686,15272.0,False
21143,"Lyon County, Kentucky",4392.0,3229,4788,8721,4316,1.360173428305977,4392.0,False
28047,"Harrison County, Mississippi",109081.0,80191,92309,208748,97348,1.360264867628537,109081.0,False
21211,"Shelby County, Kentucky",23928.0,17590,18944,48105,7475,1.360318362706083,23928.0,False
36079,"Putnam County, New York",47493.0,34903,38323,97942,37978,1.3607139787410825,47493.0,False
8015,"Chaffee County, Colorado",12341.0,9066,11072,19564,7836,1.3612397970439003,12341.0,False
29187,"St. Francois County, Missouri",32639.0,23973,28780,66814,13357,1.3614900095941267,32639.0,False
21145,"McCracken County, Kentucky",36761.0,27000,32093,67573,9954,1.3615185185185186,36761.0,False
19159,"Ringgold County, Iowa",2511.0,1844,2673,4690,2080,1.3617136659436009,2511.0,False
48417,"Shackelford County, Texas",1803.0,1324,1583,3134,2165,1.3617824773413898,1803.0,True
27041,"Douglas County, Minnesota",23496.0,17252,21881,39081,8645,1.3619290517041502,23496.0,False
20177,"Shawnee County, Kansas",101321.0,74394,80673,178625,28443,1.361951232626287,101321.0,False
51840,"Winchester city, Virginia",15282.0,11217,12353,28103,4224,1.3623963626638138,15282.0,False
50005,"Caledonia County, Vermont",17476.0,12819,16037,30418,6499,1.3632888680864341,17476.0,False
19167,"Sioux County, Iowa",16993.0,12462,13046,35815,4636,1.363585299309902,16993.0,False
19143,"Osceola County, Iowa",3588.0,2631,2885,6149,1063,1.3637400228050172,3588.0,False
48249,"Jim Wells County, Texas",17612.0,12914,16186,39060,15628,1.3637912343193432,17612.0,False
28155,"Webster County, Mississippi",5545.0,4065,5064,9942,2810,1.3640836408364083,5545.0,False
46081,"Lawrence County, South Dakota",15540.0,11392,14289,26047,13759,1.3641151685393258,15540.0,False
17175,"Stark County, Illinois",3173.0,2326,2588,5395,3454,1.3641444539982803,3173.0,True
54025,"Greenbrier County, West Virginia",20087.0,14724,17923,32995,48635,1.3642352621570226,20087.0,True
28049,"Hinds County, Mississippi",122216.0,89585,106047,226541,35551,1.3642462465814589,122216.0,False
54071,"Pendleton County, West Virginia",3221.0,2361,3757,6156,11766,1.364252435408725,3221.0,True
42069,"Lackawanna County, Pennsylvania",119979.0,87896,99900,215672,30955,1.3650109219987259,119979.0,False
55037,"Florence County, Wisconsin",2842.0,2082,4639,4574,4280,1.3650336215177714,2842.0,True
16037,"Custer County, Idaho",2468.0,1808,3130,4344,1104,1.3650442477876106,2468.0,False
47081,"Hickman County, Tennessee",12081.0,8850,10503,24996,107,1.3650847457627118,12081.0,False
47051,"Franklin County, Tennessee",22923.0,16789,19565,42980,5385,1.3653582702960272,22923.0,False
8023,"Costilla County, Colorado",2089.0,1530,2413,3534,3824,1.365359477124183,2089.0,True
17151,"Pope County, Illinois",1842.0,1349,2317,3799,1344,1.3654558932542624,1842.0,False
17033,"Crawford County, Illinois",10220.0,7481,8481,18729,8583,1.3661275230584147,10220.0,False
28109,"Pearl River County, Mississippi",28954.0,21188,24869,56351,20988,1.3665282235227487,28954.0,False
21061,"Edmonson County, Kentucky",6505.0,4760,6389,12179,7341,1.3665966386554622,6505.0,True
34029,"Ocean County, New Jersey",327289.0,239466,293899,638691,216332,1.3667451746803303,327289.0,False
6077,"San Joaquin County, California",324543.0,237423,252327,779445,67403,1.3669400184480864,324543.0,False
47001,"Anderson County, Tennessee",42752.0,31275,35326,77337,5817,1.3669704236610711,42752.0,False
31047,"Dawson County, Nebraska",12044.0,8810,9856,24037,3573,1.367082860385925,12044.0,False
24035,"Queen Anne's County, Maryland",26465.0,19351,21405,50316,14132,1.3676295798666736,26465.0,False
22071,"Orleans Parish, Louisiana",212936.0,155669,193999,380408,181040,1.3678767127687594,212936.0,False
48183,"Gregg County, Texas",64306.0,47008,53265,124245,48369,1.3679799183117767,64306.0,False
24019,"Dorchester County, Maryland",18093.0,13216,16400,32557,7837,1.369022397094431,18093.0,False
5067,"Jackson County, Arkansas",8374.0,6116,7118,16784,3306,1.36919555264879,8374.0,False
21069,"Fleming County, Kentucky",7871.0,5747,6753,15111,3987,1.3695841308508787,7871.0,False
12053,"Hernando County, Florida",108453.0,79169,89635,196621,58050,1.3698922558071973,108453.0,False
48219,"Hockley County, Texas",10853.0,7922,9184,21495,7318,1.3699823276950265,10853.0,False
42041,"Cumberland County, Pennsylvania",142576.0,104053,109154,261269,20095,1.3702247892900734,142576.0,False
22029,"Concordia Parish, Louisiana",8638.0,6302,9003,18677,4155,1.3706759758806728,8638.0,False
12009,"Brevard County, Florida",338129.0,246650,290314,610723,522957,1.370885870666937,338129.0,True
12043,"Glades County, Florida",6357.0,4637,6554,12179,4840,1.3709294802674143,6357.0,False
47013,"Campbell County, Tennessee",22286.0,16255,20155,39397,9663,1.3710243002153184,22286.0,False
17161,"Rock Island County, Illinois",83685.0,61014,66731,143819,56765,1.3715704592388631,83685.0,False
29001,"Adair County, Missouri",12158.0,8864,11354,25299,4172,1.371615523465704,12158.0,False
13175,"Laurens County, Georgia",24434.0,17813,21943,49407,10103,1.3716948296188176,24434.0,False
56019,"Johnson County, Wyoming",5448.0,3971,4614,8536,7084,1.371946612943843,5448.0,True
46035,"Davison County, South Dakota",11593.0,8448,9506,19966,6327,1.3722774621212122,11593.0,False
51091,"Highland County, Virginia",1392.0,1014,1814,2247,2878,1.3727810650887573,1392.0,True
8117,"Summit County, Colorado",16131.0,11750,31508,30955,17666,1.3728510638297873,16131.0,True
47101,"Lewis County, Tennessee",6968.0,5073,5681,12637,48,1.3735462251133452,6968.0,False
55071,"Manitowoc County, Wisconsin",47882.0,34860,37821,81242,27135,1.3735513482501434,47882.0,False
1085,"Lowndes County, Alabama",5496.0,4001,4823,10153,5304,1.3736565858535366,5496.0,False
48093,"Comanche County, Texas",7336.0,5340,6957,13651,8085,1.3737827715355806,7336.0,True
13021,"Bibb County, Georgia",81732.0,59480,71828,156554,43998,1.3741089441829186,81732.0,False
47139,"Polk County, Tennessee",9762.0,7101,8681,17620,6675,1.3747359526827208,9762.0,False
1005,"Barbour County, Alabama",12400.0,9016,11673,24877,5515,1.375332741792369,12400.0,False
28031,"Covington County, Mississippi",9565.0,6954,8335,18323,13579,1.3754673569168823,9565.0,True
47151,"Scott County, Tennessee",11850.0,8614,9834,21917,866,1.3756675179939633,11850.0,False
42013,"Blair County, Pennsylvania",69598.0,50587,55808,122640,13514,1.3758080139166189,69598.0,False
42081,"Lycoming County, Pennsylvania",62884.0,45705,52671,114022,17743,1.3758669729788864,62884.0,False
5035,"Crittenden County, Arkansas",25574.0,18587,21335,47945,7850,1.3759078926131167,25574.0,False
19155,"Pottawattamie County, Iowa",51132.0,37162,39914,93543,12888,1.3759216403853398,51132.0,False
21083,"Graves County, Kentucky",19692.0,14304,16526,36701,13963,1.3766778523489933,19692.0,False
36019,"Clinton County, New York",44965.0,32651,37309,79839,17251,1.377140056966096,44965.0,False
13009,"Baldwin County, Georgia",21849.0,15853,20092,43778,14982,1.3782249416514225,21849.0,False
30097,"Sweet Grass County, Montana",1993.0,1446,1870,3697,1612,1.3782849239280774,1993.0,False
21109,"Jackson County, Kentucky",7104.0,5154,6007,13002,6894,1.378346915017462,7104.0,False
48439,"Tarrant County, Texas",1040761.0,754969,812186,2113854,367316,1.3785479933613167,1040761.0,False
45057,"Lancaster County, South Carolina",52274.0,37893,41410,97611,17052,1.379516005594701,52274.0,False
42009,"Bedford County, Pennsylvania",26999.0,19571,23547,47613,3937,1.379541157835573,26999.0,False
18163,"Vanderburgh County, Indiana",106036.0,76857,84426,179900,38624,1.3796531220318253,106036.0,False
18123,"Perry County, Indiana",10469.0,7586,8533,19186,265,1.3800421829686265,10469.0,False
41023,"Grant County, Oregon",4648.0,3368,4128,7237,4438,1.3800475059382422,4648.0,False
30105,"Valley County, Montana",3912.0,2833,4274,7552,3217,1.380868337451465,3912.0,False
51775,"Salem city, Virginia",13871.0,10045,11096,25372,7,1.3808860129417622,13871.0,False
39031,"Coshocton County, Ohio",20361.0,14739,16337,36629,7586,1.381437003867291,20361.0,False
19129,"Mills County, Iowa",7270.0,5261,6121,14605,6702,1.3818665652917697,7270.0,False
39027,"Clinton County, Ohio",22649.0,16390,17938,42077,15070,1.3818791946308724,22649.0,False
21209,"Scott County, Kentucky",29867.0,21603,22930,57286,13817,1.3825394621117437,29867.0,False
21057,"Cumberland County, Kentucky",3483.0,2519,3408,5974,4668,1.3826915442635968,3483.0,True
42123,"Warren County, Pennsylvania",22413.0,16209,21694,38492,12236,1.382750323894133,22413.0,False
1023,"Choctaw County, Alabama",7230.0,5228,7138,12669,2858,1.382938026013772,7230.0,False
13167,"Johnson County, Georgia",4550.0,3290,3587,9225,5645,1.3829787234042554,4550.0,True
23019,"Penobscot County, Maine",88128.0,63687,75119,152640,65190,1.383767487870366,88128.0,False
13249,"Schley County, Georgia",2185.0,1578,1950,4565,1596,1.3846641318124209,2185.0,False
51035,"Carroll County, Virginia",16812.0,12141,16633,29126,16866,1.38472942920682,16812.0,True
20013,"Brown County, Kansas",5077.0,3664,4507,9486,2936,1.3856441048034935,5077.0,False
48277,"Lamar County, Texas",27882.0,20122,22688,50149,10247,1.3856475499453336,27882.0,False
39057,"Greene County, Ohio",92645.0,66856,71471,167567,19025,1.3857394998205097,92645.0,False
13269,"Taylor County, Georgia",4224.0,3048,3946,7799,4269,1.3858267716535433,4224.0,True
16083,"Twin Falls County, Idaho",46267.0,33360,35014,90592,12744,1.386900479616307,46267.0,False
34021,"Mercer County, New Jersey",193667.0,139549,150035,383732,51105,1.3878064335824691,193667.0,False
22059,"LaSalle Parish, Louisiana",6475.0,4665,6195,14764,5692,1.3879957127545552,6475.0,False
20045,"Douglas County, Kansas",68914.0,49605,52818,119094,26721,1.389255115411753,68914.0,False
30017,"Custer County, Montana",6942.0,4996,5770,11957,4487,1.38951160928743,6942.0,False
36089,"St. Lawrence County, New York",57536.0,41399,51780,108670,11498,1.3897920239619315,57536.0,False
36051,"Livingston County, New York",33457.0,24071,27150,61980,10962,1.3899297910348551,33457.0,False
26003,"Alger County, Michigan",4553.0,3274,6208,8866,5000,1.3906536346976175,4553.0,True
13301,"Warren County, Georgia",2705.0,1945,2558,5197,3156,1.3907455012853471,2705.0,True
13197,"Marion County, Georgia",3995.0,2872,3550,7508,2544,1.391016713091922,3995.0,False
51600,"Fairfax city, Virginia",12701.0,9129,9323,24242,136046,1.3912805345601928,12701.0,True
1015,"Calhoun County, Alabama",62182.0,44693,53167,116162,30458,1.3913140760298033,62182.0,False
28033,"DeSoto County, Mississippi",95122.0,68353,72572,186214,9224,1.3916287507497842,95122.0,False
53043,"Lincoln County, Washington",6307.0,4532,5785,11036,4212,1.3916593115622242,6307.0,False
27125,"Red Lake County, Minnesota",2280.0,1638,1872,3912,2449,1.3919413919413919,2280.0,True
51141,"Patrick County, Virginia",10828.0,7779,10007,17660,8374,1.3919526931482196,10828.0,False
41009,"Columbia County, Oregon",28312.0,20335,21773,52865,82,1.392279321367101,28312.0,False
48057,"Calhoun County, Texas",11203.0,8045,10696,20127,7088,1.392541951522685,11203.0,False
28095,"Monroe County, Mississippi",18680.0,13410,16739,34168,1266,1.3929903057419837,18680.0,False
20043,"Doniphan County, Kansas",3810.0,2735,3386,7501,1398,1.393053016453382,3810.0,False
34025,"Monmouth County, New Jersey",345701.0,248117,268751,643064,202864,1.3932983229685996,345701.0,False
26079,"Kalkaska County, Michigan",10279.0,7377,11656,17934,9531,1.393384844787854,10279.0,False
12113,"Santa Rosa County, Florida",96907.0,69524,76585,188994,60369,1.3938639894137277,96907.0,False
17131,"Mercer County, Illinois",8972.0,6435,7311,15692,6907,1.3942501942501941,8972.0,False
41029,"Jackson County, Oregon",125318.0,89876,96286,222604,30096,1.394343317459611,125318.0,False
16047,"Gooding County, Idaho",7548.0,5413,6077,15520,7050,1.3944208387215962,7548.0,False
46101,"Moody County, South Dakota",3517.0,2521,2739,6346,1528,1.3950813169377232,3517.0,False
17099,"LaSalle County, Illinois",63017.0,45130,49796,109495,30069,1.3963438954132505,63017.0,False
13179,"Liberty County, Georgia",32090.0,22975,26877,65550,24392,1.3967355821545158,32090.0,False
20103,"Leavenworth County, Kansas",40824.0,29226,31280,82050,14360,1.396838431533566,40824.0,False
1055,"Etowah County, Alabama",54206.0,38791,47412,103348,12692,1.3973859915959888,54206.0,False
5069,"Jefferson County, Arkansas",33927.0,24278,30767,66934,24409,1.3974380097207348,33927.0,False
13229,"Pierce County, Georgia",10427.0,7460,8389,19822,12266,1.397721179624665,10427.0,True
45063,"Lexington County, South Carolina",165904.0,118673,128830,295934,126022,1.3979928037548557,165904.0,False
13003,"Atkinson County, Georgia",4283.0,3063,3494,8265,6521,1.3983023179888998,4283.0,True
47095,"Lake County, Tennessee",2815.0,2013,2508,6898,2641,1.3984103328365622,2815.0,False
45079,"Richland County, South Carolina",227559.0,162726,182711,416161,106649,1.398418199918882,227559.0,False
46087,"McCook County, South Dakota",3102.0,2218,2465,5714,1889,1.3985572587917043,3102.0,False
36007,"Broome County, New York",113772.0,81339,92596,198365,83402,1.398738612473721,113772.0,False
50017,"Orange County, Vermont",17755.0,12690,14998,29439,8784,1.3991331757289205,17755.0,False
13265,"Taliaferro County, Georgia",900.0,643,1013,1635,1316,1.3996889580093312,900.0,True
26051,"Gladwin County, Michigan",15201.0,10859,17001,25461,9790,1.3998526567823926,15201.0,False
30009,"Carbon County, Montana",6512.0,4650,6399,10645,3383,1.4004301075268817,6512.0,False
48189,"Hale County, Texas",15402.0,10997,13396,32525,10794,1.4005637901245793,15402.0,False
47187,"Williamson County, Tennessee",123583.0,88238,91828,248897,12540,1.400564382692264,123583.0,False
13139,"Hall County, Georgia",97219.0,69387,77473,204953,49235,1.4011126003430037,97219.0,False
5137,"Stone County, Arkansas",6629.0,4731,6796,12393,8745,1.4011836820968082,6629.0,True
21009,"Barren County, Kentucky",24665.0,17592,19929,44511,11038,1.4020577535243293,24665.0,False
21077,"Gallatin County, Kentucky",4358.0,3108,3726,8720,3211,1.4021879021879022,4358.0,False
1073,"Jefferson County, Alabama",372757.0,265794,308428,672265,52800,1.402428196272301,372757.0,False
46089,"McPherson County, South Dakota",1223.0,872,1255,2251,656,1.4025229357798166,1223.0,False
48429,"Stephens County, Texas",4777.0,3405,4677,9260,6385,1.4029368575624082,4777.0,True
36077,"Otsego County, New York",31300.0,22305,29965,59678,24592,1.4032728087872675,31300.0,False
48029,"Bexar County, Texas",1024586.0,730119,792583,2014059,329782,1.4033137063958068,1024586.0,False
47129,"Morgan County, Tennessee",9954.0,7093,8546,21124,1948,1.4033554208374455,9954.0,False
36001,"Albany County, New York",185574.0,132175,146137,315041,67944,1.4040022697181767,185574.0,False
21235,"Whitley County, Kentucky",18361.0,13076,15492,36648,7182,1.4041755888650964,18361.0,False
12083,"Marion County, Florida",217647.0,154996,179079,378225,177207,1.4042104312369352,217647.0,False
21071,"Floyd County, Kentucky",20057.0,14282,17446,35780,6930,1.404355132334407,20057.0,False
41041,"Lincoln County, Oregon",31577.0,22483,32094,50334,20991,1.4044833874482943,31577.0,False
17159,"Richland County, Illinois",9109.0,6485,7364,15716,3479,1.4046260601387819,9109.0,False
47091,"Johnson County, Tennessee",9654.0,6873,8741,17982,4,1.4046268005237887,9654.0,False
47049,"Fentress County, Tennessee",10685.0,7607,9206,18642,8307,1.404627316944919,10685.0,False
40131,"Rogers County, Oklahoma",49307.0,35101,38112,95870,19763,1.4047178143072847,49307.0,False
13177,"Lee County, Georgia",16591.0,11806,12697,32968,13330,1.405302388615958,16591.0,False
41035,"Klamath County, Oregon",39614.0,28186,32864,69506,31042,1.4054495139430923,39614.0,False
47053,"Gibson County, Tennessee",28041.0,19948,22403,50455,5239,1.4057048325646682,28041.0,False
48263,"Kent County, Texas",346.0,246,475,635,753,1.4065040650406504,346.0,True
12079,"Madison County, Florida",9415.0,6693,8362,17986,13825,1.4066935604362767,9415.0,True
5145,"White County, Arkansas",40502.0,28788,33395,77118,21460,1.4069056551340837,40502.0,False
20009,"Barton County, Kansas",14147.0,10055,12396,25477,10942,1.4069617105917454,14147.0,False
47117,"Marshall County, Tennessee",18320.0,13019,14357,34567,7712,1.4071741301175205,18320.0,False
53077,"Yakima County, Washington",120501.0,85558,90660,256143,37233,1.4084130063816358,120501.0,False
19131,"Mitchell County, Iowa",6347.0,4505,4885,10537,2842,1.4088790233074362,6347.0,False
26039,"Crawford County, Michigan",8218.0,5833,10243,13197,10889,1.408880507457569,8218.0,True
21161,"Mason County, Kentucky",9434.0,6695,8181,17068,5766,1.409111277072442,9434.0,False
22055,"Lafayette Parish, Louisiana",137688.0,97694,108681,243175,50670,1.4093803099473867,137688.0,False
21105,"Hickman County, Kentucky",2285.0,1621,2163,4491,2761,1.4096236890808143,2285.0,True
48055,"Caldwell County, Texas",21268.0,15087,16517,46141,9781,1.4096904619871413,21268.0,False
41043,"Linn County, Oregon",70430.0,49944,52145,128598,16186,1.4101794009290405,70430.0,False
36123,"Yates County, New York",12531.0,8882,13113,24713,11008,1.4108308939428056,12531.0,False
47131,"Obion County, Tennessee",17708.0,12542,14335,30670,4314,1.411896029341413,17708.0,False
17065,"Hamilton County, Illinois",4619.0,3271,3821,8008,2205,1.4121063894833383,4619.0,False
18113,"Noble County, Indiana",24979.0,17688,20127,47431,4049,1.4122003618272274,24979.0,False
47043,"Dickson County, Tennessee",28739.0,20329,22742,54563,187,1.413694721825963,28739.0,False
26117,"Montcalm County, Michigan",33946.0,23984,27949,66901,15525,1.4153602401601066,33946.0,False
16017,"Bonner County, Idaho",27216.0,19228,26374,47976,28983,1.4154358227584771,27216.0,True
25023,"Plymouth County, Massachusetts",281672.0,198937,215021,529548,351202,1.4158854310661164,281672.0,True
16027,"Canyon County, Idaho",112896.0,79728,82374,235006,41064,1.416014449127032,112896.0,False
30095,"Stillwater County, Montana",5383.0,3801,4657,8978,1338,1.416206261510129,5383.0,False
32027,"Pershing County, Nevada",2671.0,1886,2297,6587,2223,1.4162248144220573,2671.0,False
48479,"Webb County, Texas",110210.0,77797,85296,267282,27928,1.4166356029152796,110210.0,False
6093,"Siskiyou County, California",26605.0,18768,23013,44049,20213,1.417572463768116,26605.0,False
47069,"Hardeman County, Tennessee",12774.0,9009,10699,25519,1482,1.4179154179154179,12774.0,False
42105,"Potter County, Pennsylvania",9352.0,6595,12395,16390,2763,1.4180439727065959,9352.0,False
5039,"Dallas County, Arkansas",3246.0,2289,3511,6472,3613,1.418086500655308,3246.0,True
20147,"Phillips County, Kansas",3109.0,2191,2816,4960,3375,1.4189867640346874,3109.0,True
13213,"Murray County, Georgia",21085.0,14859,16080,40063,9190,1.419005316643112,21085.0,False
54003,"Berkeley County, West Virginia",68862.0,48528,51292,123283,7826,1.4190158259149357,68862.0,False
1071,"Jackson County, Alabama",29336.0,20670,24706,52618,846,1.4192549588776004,29336.0,False
54023,"Grant County, West Virginia",5906.0,4160,5671,11034,6472,1.4197115384615384,5906.0,True
54093,"Tucker County, West Virginia",4027.0,2836,4696,6747,8270,1.4199576868829338,4027.0,True
37143,"Perquimans County, North Carolina",7907.0,5568,6906,13053,2945,1.4200790229885059,7907.0,False
21047,"Christian County, Kentucky",36367.0,25602,29273,72766,10854,1.420474962893524,36367.0,False
46045,"Edmunds County, South Dakota",2191.0,1542,1948,4014,1188,1.4208819714656291,2191.0,False
19037,"Chickasaw County, Iowa",6991.0,4920,5540,11957,1854,1.4209349593495935,6991.0,False
20155,"Reno County, Kansas",35754.0,25157,28309,61881,23721,1.4212346464204795,35754.0,False
42087,"Mifflin County, Pennsylvania",26457.0,18612,21391,46146,19118,1.4215022566086395,26457.0,False
5083,"Logan County, Arkansas",11952.0,8405,9779,21247,4849,1.4220107079119573,11952.0,False
51159,"Richmond County, Virginia",4030.0,2834,3944,8968,1930,1.4220183486238531,4030.0,False
33009,"Grafton County, New Hampshire",49895.0,35084,51191,90836,11415,1.42215824877437,49895.0,False
37155,"Robeson County, North Carolina",60455.0,42509,48811,117573,43321,1.4221694229457291,60455.0,False
51099,"King George County, Virginia",13848.0,9737,10391,26985,12096,1.422203964260039,13848.0,False
48129,"Donley County, Texas",1704.0,1198,1954,3298,1891,1.4223706176961604,1704.0,True
1119,"Sumter County, Alabama",6825.0,4798,6329,12196,3412,1.4224676948728636,6825.0,False
37117,"Martin County, North Carolina",13275.0,9332,11108,21992,9474,1.422524646378054,13275.0,False
21183,"Ohio County, Kentucky",12868.0,9041,10196,23782,9485,1.4232938834199758,12868.0,False
27097,"Morrison County, Minnesota",19525.0,13718,16130,34023,6210,1.4233124362151917,19525.0,False
6029,"Kern County, California",395015.0,277499,301687,906883,79327,1.4234826071445303,395015.0,False
46011,"Brookings County, South Dakota",19030.0,13366,14882,34631,3433,1.4237617836301062,19030.0,False
28161,"Yalobusha County, Mississippi",7274.0,5106,6437,12499,3395,1.4245985115550333,7274.0,False
47017,"Carroll County, Tennessee",15731.0,11038,13117,28381,18,1.425167602826599,15731.0,False
40041,"Delaware County, Oklahoma",23694.0,16620,24232,40791,14471,1.4256317689530686,23694.0,False
21157,"Marshall County, Kentucky",18536.0,12998,16391,31706,11045,1.4260655485459302,18536.0,False
28003,"Alcorn County, Mississippi",19940.0,13975,16256,34717,1615,1.4268336314847943,19940.0,False
55073,"Marathon County, Wisconsin",80598.0,56484,59980,137820,12628,1.426917357127682,80598.0,False
1053,"Escambia County, Alabama",18593.0,13022,16715,36755,9643,1.427814467823683,18593.0,False
48091,"Comal County, Texas",91334.0,63957,70899,165201,50553,1.4280532232593774,91334.0,False
54037,"Jefferson County, West Virginia",30664.0,21472,23918,58043,20930,1.4280923994038748,30664.0,False
51009,"Amherst County, Virginia",18016.0,12615,14244,31426,8180,1.4281411018628616,18016.0,False
26057,"Gratiot County, Michigan",21004.0,14705,16060,41534,5344,1.4283577014620876,21004.0,False
41019,"Douglas County, Oregon",66051.0,46242,49926,111322,35780,1.4283768003114052,66051.0,False
28121,"Rankin County, Mississippi",84285.0,58982,63629,157185,30636,1.4289952866976365,84285.0,False
21007,"Ballard County, Kentucky",4230.0,2959,3710,7742,3358,1.4295370057451842,4230.0,False
12033,"Escambia County, Florida",180891.0,126537,146123,321296,156882,1.4295502501244695,180891.0,False
19043,"Clayton County, Iowa",10421.0,7286,8779,17123,4994,1.4302772440296458,10421.0,False
56001,"Albany County, Wyoming",23303.0,16290,18634,37525,9792,1.4305095150399019,23303.0,False
47107,"McMinn County, Tennessee",30371.0,21230,23933,53532,3518,1.4305699481865286,30371.0,False
1129,"Washington County, Alabama",7878.0,5506,7779,15434,561,1.430802760624773,7878.0,False
38015,"Burleigh County, North Dakota",57076.0,39885,42968,98443,4400,1.4310141657264637,57076.0,False
37083,"Halifax County, North Carolina",28826.0,20139,24847,48772,10700,1.4313521028849496,28826.0,False
21093,"Hardin County, Kentucky",61032.0,42638,46920,111005,17749,1.4313992213518458,61032.0,False
48469,"Victoria County, Texas",49048.0,34265,38974,91209,9602,1.4314314898584561,49048.0,False
39157,"Tuscarawas County, Ohio",54074.0,37774,40785,92840,18230,1.431513739609255,54074.0,False
21025,"Breathitt County, Kentucky",7915.0,5529,6563,13580,3078,1.431542774461928,7915.0,False
10001,"Kent County, Delaware",98370.0,68705,73600,182400,10992,1.4317735244887562,98370.0,False
21131,"Leslie County, Kentucky",5295.0,3698,4909,10468,5520,1.4318550567874526,5295.0,True
30053,"Lincoln County, Montana",12721.0,8882,10993,20157,8585,1.4322224724161225,12721.0,False
20087,"Jefferson County, Kansas",10486.0,7316,7967,18387,3101,1.4332968835429196,10486.0,False
26007,"Alpena County, Michigan",18236.0,12721,15685,28911,3528,1.4335350994418679,18236.0,False
40039,"Custer County, Oklahoma",15341.0,10700,12907,28391,15245,1.4337383177570093,15341.0,False
28027,"Coahoma County, Mississippi",12025.0,8387,10200,21264,2678,1.4337665434601168,12025.0,False
49021,"Iron County, Utah",26673.0,18596,22028,58068,16770,1.4343407184340717,26673.0,False
5001,"Arkansas County, Arkansas",9409.0,6559,8717,17024,13042,1.43451745692941,9409.0,True
47059,"Greene County, Tennessee",39858.0,27777,32300,70399,15903,1.4349281779889838,39858.0,False
13253,"Seminole County, Georgia",5243.0,3653,5046,9117,1732,1.4352586914864496,5243.0,False
8003,"Alamosa County, Colorado",9288.0,6471,7084,16460,11390,1.435326842837274,9288.0,True
31157,"Scotts Bluff County, Nebraska",21716.0,15119,16486,36048,5741,1.4363383821681328,21716.0,False
46059,"Hand County, South Dakota",1991.0,1386,1705,3075,388,1.4365079365079365,1991.0,False
51197,"Wythe County, Virginia",17849.0,12424,14040,28275,10068,1.4366548615582744,17849.0,False
17101,"Lawrence County, Illinois",7796.0,5426,6355,15302,5250,1.436785845927018,7796.0,False
48125,"Dickens County, Texas",917.0,638,1082,1570,2248,1.4373040752351096,917.0,True
21153,"Magoffin County, Kentucky",6548.0,4554,5462,11647,3584,1.437856829161177,6548.0,False
21087,"Green County, Kentucky",6326.0,4399,5278,11198,2508,1.4380541032052738,6326.0,False
23003,"Aroostook County, Maine",42053.0,29237,38440,67237,24386,1.4383486677839723,42053.0,False
16077,"Power County, Idaho",3842.0,2671,2948,7918,6485,1.4384125795582179,3842.0,True
29189,"St. Louis County, Missouri",594469.0,413247,444860,999703,83830,1.4385319191669872,594469.0,False
21193,"Perry County, Kentucky",16228.0,11279,13226,28136,14343,1.43878003369093,16228.0,False
6019,"Fresno County, California",458084.0,318322,339270,1008280,69680,1.439058563341522,458084.0,False
31147,"Richardson County, Nebraska",5162.0,3587,4099,7850,1696,1.4390855868413717,5162.0,False
28141,"Tishomingo County, Mississippi",12179.0,8463,10522,18837,1,1.4390877939265037,12179.0,False
47055,"Giles County, Tennessee",16388.0,11387,13990,30317,14391,1.4391850355668745,16388.0,False
27115,"Pine County, Minnesota",16386.0,11380,17017,29090,9417,1.4398945518453428,16386.0,False
48281,"Lampasas County, Texas",11425.0,7934,9721,21829,3191,1.4400050415931434,11425.0,False
16029,"Caribou County, Idaho",3639.0,2527,3130,7058,2197,1.4400474871389,3639.0,False
45005,"Allendale County, South Carolina",4639.0,3220,4065,8073,4541,1.4406832298136647,4639.0,False
13241,"Rabun County, Georgia",10115.0,7020,12078,16915,15422,1.440883190883191,10115.0,True
26135,"Oscoda County, Michigan",5044.0,3500,7749,8264,8766,1.441142857142857,5044.0,True
41001,"Baker County, Oregon",10098.0,7004,8671,16685,8864,1.441747572815534,10098.0,False
1099,"Monroe County, Alabama",10522.0,7298,10214,19816,6793,1.441764867086873,10522.0,False
54049,"Marion County, West Virginia",33284.0,23083,26295,56194,15532,1.4419269592340684,33284.0,False
47061,"Grundy County, Tennessee",7160.0,4965,6216,13550,3989,1.4420946626384692,7160.0,False
46125,"Turner County, South Dakota",4964.0,3442,3876,8687,1479,1.442184776292853,4964.0,False
55033,"Dunn County, Wisconsin",24888.0,17257,18729,45221,6799,1.4421973691835197,24888.0,False
28077,"Lawrence County, Mississippi",6452.0,4473,5770,11933,5128,1.4424323720098369,6452.0,False
19153,"Polk County, Iowa",287095.0,199013,211392,493378,114873,1.4425942023887888,287095.0,False
