fips,NAME,mcc,households,housing_units,population,peak,ratio_hh,base_repaired,corrupt_outage
19013,"Black Hawk County, Iowa",57533.0,53691,58599,131041,32746,1.0715576167327858,57533.0,False
22117,"Washington Parish, Louisiana",18396.0,17162,21420,45514,19709,1.0719030416035427,18396.0,True
51095,"James City County, Virginia",32899.0,30690,34104,78818,21010,1.0719778429455848,32899.0,False
6033,"Lake County, California",28397.0,26487,34313,68024,39573,1.0721108468305207,28397.0,True
25013,"Hampden County, Massachusetts",196656.0,183380,196957,464575,56663,1.0723961173519467,196656.0,False
56029,"Park County, Wyoming",14005.0,13050,14622,29878,3222,1.0731800766283526,14005.0,False
48309,"McLennan County, Texas",101960.0,94985,106122,261090,42968,1.0734326472600937,101960.0,False
48311,"McMullen County, Texas",217.0,202,369,670,788,1.0742574257425743,217.0,True
48147,"Fannin County, Texas",13643.0,12699,14667,36052,6706,1.0743365619340106,13643.0,False
40101,"Muskogee County, Oklahoma",27528.0,25598,29435,66606,13092,1.075396515352762,27528.0,False
18043,"Floyd County, Indiana",33246.0,30911,34358,80191,13539,1.075539451975025,33246.0,False
8043,"Fremont County, Colorado",19018.0,17677,20302,49107,12228,1.075861288680206,19018.0,False
27093,"Meeker County, Minnesota",9659.0,8975,10618,23352,1632,1.0762116991643453,9659.0,False
28111,"Perry County, Mississippi",4806.0,4462,5453,11511,4597,1.0770954728821156,4806.0,False
42007,"Beaver County, Pennsylvania",77618.0,71999,79104,167629,38116,1.0780427505937582,77618.0,False
27065,"Kanabec County, Minnesota",7031.0,6518,7770,16145,2678,1.0787051242712489,7031.0,False
48201,"Harris County, Texas",1827686.0,1692896,1851489,4726177,1660703,1.079620957223598,1827686.0,False
48271,"Kinney County, Texas",1193.0,1105,1473,3157,1187,1.0796380090497737,1193.0,False
20149,"Pottawatomie County, Kansas",9791.0,9054,9938,25482,2974,1.0814004859730506,9791.0,False
55127,"Walworth County, Wisconsin",45649.0,42179,53231,105127,15076,1.0822684274164869,45649.0,False
6005,"Amador County, California",17050.0,15745,18813,40577,22136,1.0828834550651,17050.0,True
31153,"Sarpy County, Nebraska",77047.0,71142,73715,191272,52116,1.0830030080683704,77047.0,False
26147,"St. Clair County, Michigan",71469.0,65989,72234,160257,30637,1.0830441437209233,71469.0,False
51199,"York County, Virginia",28029.0,25878,27905,70238,16037,1.0831207975886854,28029.0,False
18171,"Warren County, Indiana",3591.0,3312,3671,8454,885,1.0842391304347827,3591.0,False
13007,"Baker County, Georgia",1190.0,1097,1421,2878,1380,1.0847766636280767,1190.0,True
51015,"Augusta County, Virginia",32642.0,30056,32675,77433,19086,1.0860393931328187,32642.0,False
30049,"Lewis and Clark County, Montana",32887.0,30281,33589,71487,27788,1.0860605660315048,32887.0,False
53013,"Columbia County, Washington",1960.0,1804,2196,3980,2042,1.0864745011086474,1960.0,True
6007,"Butte County, California",90543.0,83319,93069,213605,43533,1.086702912901019,90543.0,False
27163,"Washington County, Minnesota",109959.0,101177,104880,268651,28463,1.0867983830317167,109959.0,False
19111,"Lee County, Iowa",15486.0,14246,15869,33442,14325,1.0870419766952126,15486.0,False
19183,"Washington County, Iowa",9700.0,8922,9606,22534,6817,1.0872001793319883,9700.0,False
48085,"Collin County, Texas",417242.0,383675,406932,1079153,143803,1.0874881084250994,417242.0,False
30067,"Park County, Montana",8763.0,8055,9564,17320,15392,1.0878957169459962,8763.0,True
19075,"Grundy County, Iowa",5507.0,5062,5457,12351,2341,1.0879099170288424,5507.0,False
29031,"Cape Girardeau County, Missouri",34407.0,31578,35506,81703,7864,1.089587687630629,34407.0,False
5073,"Lafayette County, Arkansas",2776.0,2547,3948,6277,4459,1.0899096976835492,2776.0,True
6041,"Marin County, California",113044.0,103709,111681,260485,122875,1.0900114744139853,113044.0,True
39035,"Cuyahoga County, Ohio",602248.0,552421,615881,1256620,223470,1.0901975124044887,602248.0,False
17041,"Douglas County, Illinois",8333.0,7640,8484,19714,8942,1.0907068062827225,8333.0,True
24023,"Garrett County, Maryland",13588.0,12448,18501,28856,8670,1.0915809768637532,13588.0,False
17019,"Champaign County, Illinois",90035.0,82467,93444,206525,30548,1.0917700413498732,90035.0,False
18013,"Brown County, Indiana",7184.0,6580,8484,15513,7373,1.091793313069909,7184.0,True
20141,"Osborne County, Kansas",1752.0,1604,2050,3493,739,1.0922693266832917,1752.0,False
42133,"York County, Pennsylvania",195191.0,178543,187450,457051,36294,1.0932436443881866,195191.0,False
21233,"Webster County, Kentucky",5270.0,4819,5731,12951,24611,1.093587881303175,5270.0,True
53037,"Kittitas County, Washington",21055.0,19250,23918,44424,10749,1.0937662337662337,21055.0,False
37133,"Onslow County, North Carolina",77669.0,71009,84531,203686,71864,1.0937909279105464,77669.0,False
29153,"Ozark County, Missouri",4000.0,3654,5059,8688,2319,1.0946907498631637,4000.0,False
48031,"Blanco County, Texas",5297.0,4836,6061,11608,5342,1.0953267162944582,5297.0,True
26037,"Clinton County, Michigan",34028.0,31060,32897,79249,8893,1.095556986477785,34028.0,False
27019,"Carver County, Minnesota",43054.0,39293,40570,107216,9060,1.0957167943399588,43054.0,False
49041,"Sevier County, Utah",8108.0,7396,8596,21667,6708,1.0962682531097891,8108.0,False
38081,"Sargent County, North Dakota",1900.0,1732,2006,3828,926,1.0969976905311778,1900.0,False
56017,"Hot Springs County, Wyoming",2310.0,2105,2552,4616,2539,1.0973871733966747,2310.0,True
19053,"Decatur County, Iowa",3356.0,3058,3662,7684,1885,1.0974493132766514,3356.0,False
29219,"Warren County, Missouri",14348.0,13067,15530,35729,9825,1.0980332134384327,14348.0,False
40097,"Mayes County, Oklahoma",16598.0,15112,18358,39324,8909,1.0983324510322923,16598.0,False
41039,"Lane County, Oregon",174263.0,158621,166750,382218,36814,1.098612415758317,174263.0,False
17109,"McDonough County, Illinois",12745.0,11600,13655,27370,4645,1.0987068965517242,12745.0,False
12117,"Seminole County, Florida",201776.0,183487,194744,471321,198450,1.0996746363502592,201776.0,False
21221,"Trigg County, Kentucky",6398.0,5818,7596,14154,10800,1.0996906153317292,6398.0,True
48455,"Trinity County, Texas",6541.0,5946,8256,13735,10507,1.100067272115708,6541.0,True
40109,"Oklahoma County, Oklahoma",350091.0,318212,353429,795822,193316,1.100181639913014,350091.0,False
6023,"Humboldt County, California",59962.0,54495,62306,136132,71791,1.1003211303789338,59962.0,True
46107,"Potter County, South Dakota",1138.0,1034,1583,2587,1027,1.1005802707930368,1138.0,False
51165,"Rockingham County, Virginia",34838.0,31612,35692,83905,11773,1.1020498544856383,34838.0,False
17007,"Boone County, Illinois",20979.0,19024,20183,53459,7254,1.102764928511354,20979.0,False
21107,"Hopkins County, Kentucky",20238.0,18345,20949,45223,9493,1.1031888798037612,20238.0,False
1001,"Autauga County, Alabama",24619.0,22308,24457,58761,15462,1.103595122825892,24619.0,False
31117,"McPherson County, Nebraska",213.0,193,240,456,2,1.1036269430051813,213.0,False
37195,"Wilson County, North Carolina",35644.0,32287,36429,78667,25920,1.1039737355592034,35644.0,False
48089,"Colorado County, Texas",8146.0,7376,10064,20582,36628,1.1043926247288502,8146.0,True
30065,"Musselshell County, Montana",2362.0,2137,2677,4924,2012,1.1052877866167525,2362.0,False
24043,"Washington County, Maryland",65276.0,59051,63701,154645,21000,1.1054173511032837,65276.0,False
35043,"Sandoval County, New Mexico",60725.0,54911,58915,149460,23233,1.1058804246872211,60725.0,False
19039,"Clarke County, Iowa",4290.0,3879,4321,9737,1254,1.105955143078113,4290.0,False
48221,"Hood County, Texas",27365.0,24734,28396,62459,11930,1.106371795908466,27365.0,False
72031,"Carolina Municipio, Puerto Rico",68476.0,61883,76551,154126,99136,1.106539760515812,68476.0,True
13067,"Cobb County, Georgia",322249.0,291171,308949,765813,67177,1.1067345305679481,322249.0,False
21117,"Kenton County, Kentucky",74546.0,67353,72564,169066,10615,1.106795539916559,74546.0,False
19177,"Van Buren County, Iowa",3146.0,2842,3509,7207,1713,1.1069669247009148,3146.0,False
19115,"Louisa County, Iowa",4554.0,4112,4743,10823,1884,1.107490272373541,4554.0,False
31011,"Boone County, Nebraska",2481.0,2240,2559,5397,9,1.1075892857142857,2481.0,False
17171,"Scott County, Illinois",2163.0,1952,2389,4899,5378,1.108094262295082,2163.0,True
26139,"Ottawa County, Michigan",120140.0,108362,114701,296183,61143,1.1086912386260865,120140.0,False
48437,"Swisher County, Texas",2662.0,2401,3042,6989,1046,1.1087047063723448,2662.0,False
51740,"Portsmouth city, Virginia",43205.0,38962,43096,97384,21038,1.1089009804424823,43205.0,False
6067,"Sacramento County, California",625566.0,563856,588894,1579211,348829,1.1094428364688858,625566.0,False
39025,"Clermont County, Ohio",91802.0,82712,86713,208851,22437,1.1098994100009671,91802.0,False
22037,"East Feliciana Parish, Louisiana",7347.0,6613,8124,19452,10751,1.1109934976561318,7347.0,True
39069,"Henry County, Ohio",12422.0,11179,12045,27601,2558,1.111190625279542,12422.0,False
29073,"Gasconade County, Missouri",6636.0,5970,7615,14801,3118,1.1115577889447237,6636.0,False
31139,"Pierce County, Nebraska",3197.0,2876,3141,7301,2054,1.1116133518776077,3197.0,False
13215,"Muscogee County, Georgia",88804.0,79856,90488,204572,28390,1.1120516930474855,88804.0,False
29113,"Lincoln County, Missouri",24425.0,21961,23363,60172,9501,1.112198898046537,24425.0,False
51760,"Richmond city, Virginia",112565.0,101201,111524,227171,32202,1.1122913805199552,112565.0,False
28053,"Humphreys County, Mississippi",3331.0,2991,3551,7744,2449,1.1136743564025409,3331.0,False
13321,"Worth County, Georgia",8795.0,7896,9258,20706,2851,1.113855116514691,8795.0,False
42065,"Jefferson County, Pennsylvania",20070.0,18018,22065,44326,10971,1.1138861138861138,20070.0,False
29005,"Atchison County, Missouri",2620.0,2351,2746,5270,2192,1.1144193960017015,2620.0,False
55103,"Richland County, Wisconsin",8020.0,7196,8507,17256,1531,1.114508060033352,8020.0,False
17139,"Moultrie County, Illinois",6492.0,5824,6196,14531,2845,1.1146978021978022,6492.0,False
23029,"Washington County, Maine",15144.0,13585,21723,31096,13616,1.114758925285241,15144.0,False
53011,"Clark County, Washington",210595.0,188863,196557,504091,94192,1.1150675357269555,210595.0,False
51109,"Louisa County, Virginia",16334.0,14642,17707,38106,13467,1.1155579838819834,16334.0,False
38005,"Benson County, North Dakota",2086.0,1869,2574,5960,531,1.1161048689138577,2086.0,False
28097,"Montgomery County, Mississippi",4275.0,3830,5281,9803,3558,1.1161879895561357,4275.0,False
37147,"Pitt County, North Carolina",80606.0,72153,80763,171196,23397,1.1171538258977451,80606.0,False
27085,"McLeod County, Minnesota",16570.0,14825,15869,36727,3372,1.117706576728499,16570.0,False
49015,"Emery County, Utah",3853.0,3447,4100,9898,2605,1.1177835799245721,3853.0,False
5111,"Poinsett County, Arkansas",10154.0,9082,10415,22997,9165,1.1180356749614622,10154.0,False
6037,"Los Angeles County, California",3762600.0,3363093,3599561,9936690,1717886,1.1187915410010962,3762600.0,False
47159,"Smith County, Tennessee",8588.0,7674,8577,20034,3448,1.1191034662496742,8588.0,False
46109,"Roberts County, South Dakota",4096.0,3659,4818,10242,1175,1.1194315386717681,4096.0,False
26045,"Eaton County, Michigan",50376.0,45000,47562,109072,21375,1.1194666666666666,50376.0,False
27129,"Renville County, Minnesota",6578.0,5876,6950,14707,3897,1.1194690265486726,6578.0,False
51087,"Henrico County, Virginia",150139.0,134094,141349,333120,116190,1.1196548689725119,150139.0,False
51570,"Colonial Heights city, Virginia",8524.0,7612,8123,18158,8775,1.1198108250131371,8524.0,True
16059,"Lemhi County, Idaho",3727.0,3328,4609,8043,7279,1.1198918269230769,3727.0,True
30045,"Judith Basin County, Montana",1006.0,898,1291,2039,1351,1.1202672605790647,1006.0,True
26087,"Lapeer County, Michigan",38363.0,34239,36839,88687,15406,1.120447442974386,38363.0,False
18115,"Ohio County, Indiana",2860.0,2552,2736,5974,996,1.1206896551724137,2860.0,False
22105,"Tangipahoa Parish, Louisiana",54543.0,48658,57354,133953,68621,1.1209461958978997,54543.0,True
19045,"Clinton County, Iowa",21505.0,19174,21575,46488,21264,1.1215708772295818,21505.0,False
16057,"Latah County, Idaho",17870.0,15929,17301,39872,15094,1.1218532236800804,17870.0,False
21081,"Grant County, Kentucky",10264.0,9146,10099,25085,9100,1.1222392302645965,10264.0,False
24013,"Carroll County, Maryland",71073.0,63318,65804,173225,43380,1.1224770207523926,71073.0,False
22005,"Ascension Parish, Louisiana",51706.0,46040,49998,126973,54507,1.1230668983492615,51706.0,True
13259,"Stewart County, Georgia",1952.0,1738,2115,5121,2426,1.1231300345224395,1952.0,True
29009,"Barry County, Missouri",15070.0,13415,17030,34701,9428,1.1233693626537458,15070.0,False
48403,"Sabine County, Texas",5026.0,4471,7634,9980,5030,1.1241333035115186,5026.0,True
24510,"Baltimore city, Maryland",277924.0,247232,293555,584548,32673,1.1241425058244887,277924.0,False
29071,"Franklin County, Missouri",46672.0,41512,45420,104858,15908,1.1243014068221238,46672.0,False
48363,"Palo Pinto County, Texas",11965.0,10640,15138,28569,6836,1.1245300751879699,11965.0,False
18093,"Lawrence County, Indiana",21226.0,18873,20538,45113,7003,1.1246754623006412,21226.0,False
29221,"Washington County, Missouri",10163.0,9032,10740,23580,4869,1.12522143489814,10163.0,False
51700,"Newport News city, Virginia",84935.0,75465,81681,185118,32625,1.125488637116544,84935.0,False
29229,"Wright County, Missouri",7683.0,6825,8374,18475,4113,1.1257142857142857,7683.0,False
27025,"Chisago County, Minnesota",23550.0,20911,22443,56927,11215,1.1262015207307159,23550.0,False
18135,"Randolph County, Indiana",11481.0,10191,11399,24586,5789,1.1265822784810127,11481.0,False
24005,"Baltimore County, Maryland",370224.0,328611,349471,850737,52297,1.1266330098505528,370224.0,False
48465,"Val Verde County, Texas",18757.0,16643,18551,47693,18455,1.1270203689238718,18757.0,False
22063,"Livingston Parish, Louisiana",56101.0,49770,57984,143425,62365,1.12720514366084,56101.0,True
30051,"Liberty County, Montana",804.0,713,877,1993,1532,1.1276297335203367,804.0,True
13307,"Webster County, Georgia",988.0,876,1207,2354,2409,1.1278538812785388,988.0,True
42005,"Armstrong County, Pennsylvania",31334.0,27767,32172,65538,20352,1.1284618431951596,31334.0,False
6097,"Sonoma County, California",214127.0,189653,205393,488436,105823,1.1290462054383532,214127.0,False
42063,"Indiana County, Pennsylvania",36452.0,32285,37678,83394,31214,1.129069227195292,36452.0,False
6045,"Mendocino County, California",39041.0,34557,41380,91145,41599,1.1297566339670688,39041.0,True
36043,"Herkimer County, New York",27865.0,24664,32445,60293,15496,1.1297843010055142,27865.0,False
48379,"Rains County, Texas",5322.0,4710,5811,12257,5723,1.129936305732484,5322.0,True
1061,"Geneva County, Alabama",11742.0,10391,12494,26647,10055,1.1300163603118083,11742.0,False
49031,"Piute County, Utah",643.0,569,893,1764,1112,1.1300527240773286,643.0,True
36061,"New York County, New York",873185.0,772601,913058,1645867,137473,1.1301888037939376,873185.0,False
22123,"West Carroll Parish, Louisiana",4278.0,3785,4702,9800,1701,1.1302509907529723,4278.0,False
19069,"Franklin County, Iowa",4637.0,4102,4668,10015,3537,1.130424183325207,4637.0,False
19005,"Allamakee County, Iowa",6750.0,5970,7696,14046,3957,1.1306532663316582,6750.0,False
31055,"Douglas County, Nebraska",261904.0,231469,245839,582638,157876,1.1314862897407427,261904.0,False
41051,"Multnomah County, Oregon",388772.0,343370,363661,808098,125115,1.1322247138655095,388772.0,False
51660,"Harrisonburg city, Virginia",19411.0,17142,18599,51784,11,1.1323649515809124,19411.0,False
30013,"Cascade County, Montana",39166.0,34577,39022,84423,12024,1.132718280938196,39166.0,False
48039,"Brazoria County, Texas",144164.0,127264,142985,374600,318242,1.1327948202162434,144164.0,True
16035,"Clearwater County, Idaho",3978.0,3511,4573,8810,5580,1.1330105383081743,3978.0,True
51037,"Charlotte County, Virginia",5148.0,4540,5985,11563,13319,1.133920704845815,5148.0,True
37167,"Stanly County, North Carolina",26968.0,23773,27802,62723,7706,1.134396163715139,26968.0,False
18175,"Washington County, Indiana",12348.0,10882,12149,28133,5148,1.134717882742143,12348.0,False
26071,"Iron County, Michigan",5890.0,5190,8981,11585,4599,1.1348747591522157,5890.0,False
20129,"Morton County, Kansas",1066.0,939,1321,2688,1245,1.1352502662406816,1066.0,True
46069,"Hyde County, South Dakota",615.0,541,641,1319,1354,1.1367837338262476,615.0,True
30063,"Missoula County, Montana",57348.0,50446,55084,118541,55225,1.13681956944059,57348.0,False
30043,"Jefferson County, Montana",5322.0,4681,5359,12273,6022,1.1369365520187995,5322.0,True
29139,"Montgomery County, Missouri",5285.0,4644,5798,11421,3497,1.138027562446167,5285.0,False
47165,"Sumner County, Tennessee",85061.0,74739,79481,196845,35732,1.1381072800010703,85061.0,False
17059,"Gallatin County, Illinois",2453.0,2155,2512,4967,2416,1.1382830626450116,2453.0,False
13109,"Evans County, Georgia",4456.0,3914,4664,10759,6470,1.13847726111395,4456.0,True
6065,"Riverside County, California",853923.0,749976,851646,2429487,105557,1.138600435213927,853923.0,False
24025,"Harford County, Maryland",112536.0,98822,103552,261059,45995,1.1387747667523427,112536.0,False
30071,"Phillips County, Montana",1992.0,1749,2239,4233,3209,1.1389365351629503,1992.0,True
6063,"Plumas County, California",9230.0,8104,15436,19650,11918,1.138943731490622,9230.0,True
42023,"Cameron County, Pennsylvania",2519.0,2210,3956,4536,3784,1.1398190045248868,2519.0,True
27023,"Chippewa County, Minnesota",5934.0,5206,5640,12466,2636,1.139838647714176,5934.0,False
19191,"Winneshiek County, Iowa",9369.0,8218,8958,20050,5712,1.1400584083718666,9369.0,False
27099,"Mower County, Minnesota",17846.0,15653,16933,40082,2412,1.1401009391171022,17846.0,False
41005,"Clackamas County, Oregon",183590.0,160984,170723,420925,104608,1.140423893057695,183590.0,False
13263,"Talbot County, Georgia",2895.0,2538,3066,5793,1751,1.1406619385342789,2895.0,False
13037,"Calhoun County, Georgia",1709.0,1497,2044,5594,3401,1.1416165664662659,1709.0,True
26099,"Macomb County, Michigan",404553.0,354251,369998,878453,87071,1.1419953648684125,404553.0,False
12109,"St. Johns County, Florida",116593.0,102056,120920,278722,166386,1.142441404718978,116593.0,True
6103,"Tehama County, California",28134.0,24623,27440,65484,22542,1.1425902611379604,28134.0,False
30111,"Yellowstone County, Montana",77606.0,67897,72252,165524,14848,1.1429960086601765,77606.0,False
6089,"Shasta County, California",81282.0,71107,79626,181852,38021,1.1430942101340233,81282.0,False
19001,"Adair County, Iowa",3686.0,3224,3606,7479,865,1.1433002481389578,3686.0,False
17045,"Edgar County, Illinois",8690.0,7598,8265,16852,9575,1.143722032113714,8690.0,True
27037,"Dakota County, Minnesota",193827.0,169404,174164,439179,21324,1.144170149465184,193827.0,False
28051,"Holmes County, Mississippi",6634.0,5798,7569,16848,3987,1.1441876509141082,6634.0,False
20135,"Ness County, Kansas",1309.0,1144,1500,2677,545,1.1442307692307692,1309.0,False
29151,"Osage County, Missouri",5974.0,5220,6503,13374,1978,1.1444444444444444,5974.0,False
51550,"Chesapeake city, Virginia",104567.0,91368,95076,249377,57143,1.1444597670957009,104567.0,False
24003,"Anne Arundel County, Maryland",253751.0,221704,233163,588109,46003,1.1445485873055967,253751.0,False
17061,"Greene County, Illinois",5200.0,4543,5820,12015,3428,1.144618093770636,5200.0,False
28131,"Stone County, Mississippi",7460.0,6517,7536,18360,8600,1.1446984808961178,7460.0,True
18139,"Rush County, Indiana",7695.0,6719,7357,16716,5172,1.1452597112665575,7695.0,False
47133,"Overton County, Tennessee",10102.0,8820,10353,22576,2714,1.1453514739229025,10102.0,False
21073,"Franklin County, Kentucky",25840.0,22553,23983,51475,4545,1.1457455770850884,25840.0,False
19147,"Palo Alto County, Iowa",4166.0,3635,4509,8938,2263,1.1460797799174691,4166.0,False
48497,"Wise County, Texas",27602.0,24079,26786,70062,10805,1.1463100627102454,27602.0,False
19107,"Keokuk County, Iowa",4684.0,4085,4668,10026,6576,1.1466340269277846,4684.0,True
1021,"Chilton County, Alabama",19414.0,16931,19546,45140,23217,1.1466540665052272,19414.0,True
46019,"Butte County, South Dakota",4717.0,4112,4725,10369,3573,1.1471303501945525,4717.0,False
42019,"Butler County, Pennsylvania",91173.0,79466,85479,194562,37800,1.1473208667857953,91173.0,False
47033,"Crockett County, Tennessee",6207.0,5409,6109,13955,5028,1.1475318912922907,6207.0,False
18129,"Posey County, Indiana",11687.0,10179,11068,25226,7311,1.1481481481481481,11687.0,False
32005,"Douglas County, Nevada",24125.0,21001,24417,49476,26782,1.1487548211989904,24125.0,True
19089,"Howard County, Iowa",4177.0,3636,4307,9479,4909,1.1487898789878987,4177.0,True
22021,"Caldwell Parish, Louisiana",4046.0,3521,4634,9658,6179,1.1491053677932406,4046.0,True
17133,"Monroe County, Illinois",15588.0,13565,14560,34905,9159,1.1491338002211573,15588.0,False
49057,"Weber County, Utah",103528.0,89990,96614,262960,40536,1.15043893765974,103528.0,False
17077,"Jackson County, Illinois",26616.0,23133,27835,53176,6017,1.1505641291661264,26616.0,False
5051,"Garland County, Arkansas",49734.0,43220,52383,100021,26362,1.1507172605275335,49734.0,False
5097,"Montgomery County, Arkansas",4130.0,3589,5473,8555,6928,1.1507383672332125,4130.0,True
46099,"Minnehaha County, South Dakota",91940.0,79887,84770,197742,23986,1.1508756118016699,91940.0,False
49011,"Davis County, Utah",129095.0,112155,116139,363032,39446,1.1510409700860416,129095.0,False
18051,"Gibson County, Indiana",14941.0,12978,14658,33006,5509,1.1512559716443211,14941.0,False
51580,"Covington city, Virginia",2882.0,2503,3049,5722,3468,1.151418298042349,2882.0,True
13077,"Coweta County, Georgia",62382.0,54177,57067,147449,26923,1.1514480314524613,62382.0,False
42131,"Wyoming County, Pennsylvania",12422.0,10788,12846,26219,8458,1.1514645902855025,12422.0,False
38037,"Grant County, North Dakota",1221.0,1060,1675,2320,831,1.1518867924528302,1221.0,False
29029,"Camden County, Missouri",19007.0,16494,39729,43227,15203,1.1523584333697101,19007.0,False
6111,"Ventura County, California",317658.0,275653,293491,842009,1077693,1.152383612730498,317658.0,True
49037,"San Juan County, Utah",5137.0,4457,5552,14524,2090,1.1525689925959166,5137.0,False
42115,"Susquehanna County, Pennsylvania",18031.0,15641,21365,38540,13527,1.1528035291861134,18031.0,False
19119,"Lyon County, Iowa",5090.0,4412,4853,12023,1792,1.1536718041704443,5090.0,False
28023,"Clarke County, Mississippi",7062.0,6117,7631,15553,5565,1.154487493869544,7062.0,False
16061,"Lewis County, Idaho",1808.0,1566,1811,3630,11126,1.1545338441890165,1808.0,True
53021,"Franklin County, Washington",32734.0,28350,29806,96692,2026,1.1546384479717813,32734.0,False
17001,"Adams County, Illinois",31760.0,27490,30226,65583,21688,1.1553292106220443,31760.0,False
51041,"Chesterfield County, Virginia",155017.0,134144,139584,366019,57010,1.1556014432251909,155017.0,False
18049,"Fulton County, Indiana",9014.0,7794,9540,20420,4807,1.1565306646138054,9014.0,False
27147,"Steele County, Minnesota",17365.0,15011,15731,37396,700,1.1568183332223037,17365.0,False
21033,"Caldwell County, Kentucky",5933.0,5128,6092,12635,3094,1.15698127925117,5933.0,False
18149,"Starke County, Indiana",10009.0,8647,11157,23308,9306,1.1575112755869088,10009.0,False
5089,"Marion County, Arkansas",8270.0,7140,9515,16905,10563,1.158263305322129,8270.0,True
28057,"Itawamba County, Mississippi",10400.0,8976,10462,23888,1676,1.1586452762923352,10400.0,False
8033,"Dolores County, Colorado",1373.0,1185,1704,2329,4,1.158649789029536,1373.0,False
55129,"Washburn County, Wisconsin",8409.0,7252,12770,16685,3556,1.159542195256481,8409.0,False
27109,"Olmsted County, Minnesota",76519.0,65970,69216,162307,7643,1.1599060178869183,76519.0,False
42031,"Clarion County, Pennsylvania",17178.0,14808,18897,37489,9414,1.1600486223662885,17178.0,False
29127,"Marion County, Missouri",13104.0,11295,12874,28525,1723,1.1601593625498008,13104.0,False
46033,"Custer County, South Dakota",4481.0,3862,4979,8515,5295,1.1602796478508546,4481.0,True
19035,"Cherokee County, Iowa",5968.0,5143,5553,11601,3081,1.160412210771923,5968.0,False
27033,"Cottonwood County, Minnesota",5353.0,4613,5157,11481,484,1.1604162150444397,5353.0,False
29203,"Shannon County, Missouri",3195.0,2753,3542,7132,3293,1.160552124954595,3195.0,True
31099,"Kearney County, Nebraska",3115.0,2683,2970,6655,324,1.1610137905329854,3115.0,False
17015,"Carroll County, Illinois",7336.0,6317,8197,15594,4732,1.1613107487731518,7336.0,False
35049,"Santa Fe County, New Mexico",78870.0,67866,76714,154481,48797,1.1621430465918132,78870.0,False
29183,"St. Charles County, Missouri",181803.0,156381,161979,406262,25716,1.1625645059182381,181803.0,False
27157,"Wabasha County, Minnesota",10731.0,9229,10183,21460,4557,1.1627478600065013,10731.0,False
40067,"Jefferson County, Oklahoma",2420.0,2081,2764,5420,2955,1.1629024507448342,2420.0,True
6079,"San Luis Obispo County, California",125727.0,108099,123968,281712,31018,1.1630727388782505,125727.0,False
48239,"Jackson County, Texas",6090.0,5235,7003,15010,4551,1.163323782234957,6090.0,False
40143,"Tulsa County, Oklahoma",307617.0,264296,292863,668923,171636,1.1639109180615674,307617.0,False
19061,"Dubuque County, Iowa",46546.0,39985,42707,98812,9599,1.1640865324496685,46546.0,False
47073,"Hawkins County, Tennessee",26527.0,22785,27138,57107,19970,1.1642308536317754,26527.0,False
16069,"Nez Perce County, Idaho",19938.0,17124,18382,42200,9627,1.1643307638402243,19938.0,False
19185,"Wayne County, Iowa",2947.0,2531,3032,6484,1473,1.1643619122876334,2947.0,False
4019,"Pima County, Arizona",492744.0,423075,471058,1042393,55764,1.1646729303315015,492744.0,False
48241,"Jasper County, Texas",15308.0,13142,16417,33032,2948,1.1648150966367372,15308.0,False
51101,"King William County, Virginia",8030.0,6893,7470,17845,6442,1.1649499492238502,8030.0,False
5061,"Howard County, Arkansas",6087.0,5224,6168,12779,4411,1.165199081163859,6087.0,False
27103,"Nicollet County, Minnesota",15048.0,12913,13461,34380,2533,1.1653372570278013,15048.0,False
27167,"Wilkin County, Minnesota",3109.0,2667,2992,6454,664,1.1657292838395201,3109.0,False
48047,"Brooks County, Texas",3092.0,2652,3665,7059,3543,1.1659125188536954,3092.0,True
29049,"Clinton County, Missouri",9383.0,8047,8955,21155,4619,1.1660246054430223,9383.0,False
27139,"Scott County, Minnesota",61831.0,53014,54650,151347,24158,1.166314558418531,61831.0,False
48077,"Clay County, Texas",4905.0,4204,5138,10290,2542,1.1667459562321598,4905.0,False
19117,"Lucas County, Iowa",4225.0,3621,4080,8666,2541,1.1668047500690417,4225.0,False
46025,"Clark County, South Dakota",1587.0,1360,1619,3837,1953,1.1669117647058824,1587.0,True
22041,"Franklin Parish, Louisiana",8528.0,7308,8936,19752,6328,1.1669403393541324,8528.0,False
36063,"Niagara County, New York",106178.0,90982,100182,212230,28719,1.1670220483172495,106178.0,False
8059,"Jefferson County, Colorado",278207.0,238372,248785,580519,156331,1.1671127481415602,278207.0,False
41067,"Washington County, Oregon",268603.0,230122,237586,599541,69448,1.1672199963497623,268603.0,False
18063,"Hendricks County, Indiana",75181.0,64403,67177,175639,16873,1.1673524525255035,75181.0,False
40033,"Cotton County, Oklahoma",2361.0,2022,2712,5537,4688,1.1676557863501484,2361.0,True
51145,"Powhatan County, Virginia",12936.0,11077,11619,30503,12158,1.1678252234359483,12936.0,False
45003,"Aiken County, South Carolina",79309.0,67904,77577,169865,91915,1.1679577049952874,79309.0,True
51083,"Halifax County, Virginia",15791.0,13519,17384,34013,11819,1.1680597677342999,15791.0,False
72025,"Caguas Municipio, Puerto Rico",58033.0,49645,57997,126772,270889,1.1689596132541042,58033.0,True
25021,"Norfolk County, Massachusetts",326357.0,279104,291316,722112,126740,1.1693024822288467,326357.0,False
