legacy_county_fips,legacy_county_name,planning_region_fips,planning_region_name,planning_town_name,pous_city_name,pous_tracked_customers_2019q1,pilot_customer_density,pilot_within_county_relative_rate,planning_cousub_geoid,gazetteer_name,gazetteer_land_area_sq_m,gazetteer_lat,gazetteer_lon,bridge_status,bridge_note
09013,Tolland,09110,Capitol Planning Region,Columbia,Columbia,2487.0,44.928148563567426,1.7305790216870431,0911016400,Columbia town,55355052,41.693707,-72.305671,matched,
09013,Tolland,09110,Capitol Planning Region,Coventry,Coventry,5647.0,58.03221623492304,1.074995125275542,0911017800,Coventry town,97308019,41.780212,-72.343758,matched,
09013,Tolland,09110,Capitol Planning Region,Ellington,Ellington,7680.0,87.1094445783853,0.3596683993462284,0911025360,Ellington town,88164952,41.914149,-72.445568,matched,
09013,Tolland,09110,Capitol Planning Region,Hebron,Hebron,3954.0,41.378177105442056,0.284118501479909,0911037910,Hebron town,95557617,41.658584,-72.39342,matched,
09013,Tolland,09110,Capitol Planning Region,Mansfield,Mansfield,7443.0,64.38253888454929,1.0396004817442714,0911044910,Mansfield town,115605879,41.789272,-72.228464,matched,
09013,Tolland,09110,Capitol Planning Region,Somers,Somers,4099.0,55.616490822763424,0.6414117342734649,0911069220,Somers town,73701162,41.992633,-72.453725,matched,
09013,Tolland,09110,Capitol Planning Region,Stafford,Stafford,6298.0,41.89817353434478,0.6015464744624327,0911072090,Stafford town,150316815,41.983879,-72.307574,matched,
09013,Tolland,09110,Capitol Planning Region,Tolland,Tolland,6041.0,58.85991587504253,1.466858199976536,0911076290,Tolland town,102633514,41.883019,-72.358869,matched,
09013,Tolland,09110,Capitol Planning Region,Vernon,Vernon,16136.0,351.64469624629965,1.12995111473489,0911078250,Vernon town,45887227,41.837561,-72.45904,matched,
09013,Tolland,09110,Capitol Planning Region,Willington,Willington,2958.0,34.303572819161666,0.1985900305385355,0911085950,Willington town,86230085,41.897267,-72.251848,matched,
09013,Tolland,09150,Northeastern Connecticut Planning Region,Union,Union,455.0,6.089391952666446,0.5756411100639702,0915077830,Union town,74720104,41.999885,-72.162244,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Ashford,Ashford,2196.0,21.874041143039374,0.36286275115395433,0915001430,Ashford town,100392972,41.897123,-72.171427,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Brooklyn,Brooklyn,3658.0,48.47933846510147,0.819851581599297,0915009190,Brooklyn town,75454825,41.787243,-71.957401,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Canterbury,Canterbury,2272.0,21.960922047097398,2.4541840802454162,0915012130,Canterbury town,103456494,41.69396,-72.009118,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Chaplin,Chaplin,1125.0,22.400283792679858,0.5472171579611227,0915013810,Chaplin town,50222578,41.79089,-72.12954,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Eastford,Eastford,913.0,12.188852505379248,1.4069145642100362,0915021860,Eastford town,74904508,41.89559,-72.093304,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Hampton,Hampton,884.0,13.60241013780857,2.676241346923893,0915036000,Hampton town,64988483,41.78303,-72.064572,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Killingly,Killingly,8878.0,70.90054909831879,0.6902652597378246,0915040500,Killingly town,125217648,41.829902,-71.849097,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Plainfield,Plainfield,7219.0,65.72042844730457,0.47429848796412516,0915059980,Plainfield town,109844080,41.693613,-71.900776,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Pomfret,Pomfret,1914.0,18.32433369840946,3.2386388828480515,0915061030,Pomfret town,104451274,41.86804,-71.97226,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Putnam,Putnam,5218.0,99.22408401651941,0.27678215854681426,0915062710,Putnam town,52588039,41.908027,-71.870452,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Scotland,Scotland,724.0,15.003670096649332,7.242521438310906,0915067400,Scotland town,48254860,41.697636,-72.087289,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Sterling,Sterling,1665.0,23.617079900552945,1.3816119709808832,0915073420,Sterling town,70499825,41.7012,-71.815988,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Thompson,Thompson,4672.0,38.453826929465215,1.726616280353433,0915075870,Thompson town,121496360,41.990287,-71.867024,matched,
09015,Windham,09150,Northeastern Connecticut Planning Region,Woodstock,Woodstock,4177.0,26.577128784271842,1.478076970149945,0915088190,Woodstock town,157165209,41.966208,-72.022786,matched,
09015,Windham,09180,Southeastern Connecticut Planning Region,Windham,Windham,10301.0,148.14364195058047,0.3105050312945983,0918086790,Windham town,69533865,41.714475,-72.168667,matched,
